World_Bank_income_group,date,population,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k,cumulative_estimated_daily_excess_deaths_raw_estimate_per_100k,cumulative_daily_excess_deaths_per_100k,cumulative_daily_covid_deaths_per_100k
High income,2021-08-02,1241193758,143.24115490565262,147.80985546410056,147.80985546410056,147.80985546410056,143.24115490565262,141.40086316776356,138.83295934339236,10395.44457316816,135.00577367750859,129.12067488821515
Low income,2021-08-02,704080579,105.44990412264167,105.44990412264167,105.44990412264167,105.44990412264167,79.17107043125553,73.49716407917279,22.15239924921254,54.8314893081979,1.8907410106275138,4.2207644815608525
Lower middle income,2021-08-02,2994738553,203.9755248821911,263.58536556911184,263.58536556911184,263.58536556911184,203.9755248821911,203.9755248821911,140.32760112535573,945.3542961231836,18.907085922463676,22.973374664402634
Unknown income group,2021-08-02,258910,-45.26260073606448,6.290720839390468,-26.13504101501648,-42.43737829382595,-45.26260073606448,-45.26260073606448,-45.26260073606448,0,0,9.660113552972074
Upper middle income,2021-08-02,2928412447,144.2347811443214,144.2347811443214,144.2347811443214,144.2347811443214,135.26494353174334,134.8302927099386,123.48626944154393,5182.468635720742,95.97164140223596,64.50329303630365
High income,2021-08-09,1241193758,145.35257278525128,149.90828502240996,149.90828502240996,149.90828502240996,145.35257278525128,143.52442857522325,140.8285284660598,10543.271330680096,136.92560169714412,129.6869056603812
Low income,2021-08-09,704080579,106.7114306312874,106.7114306312874,106.7114306312874,106.7114306312874,81.79616563843744,74.17564619582824,23.08953940636999,55.15131024258344,1.901769318709774,4.349726709334501
Lower middle income,2021-08-09,2994738553,208.03324374531704,268.6420635671895,268.6420635671895,268.6420635671895,208.03324374531704,208.03324374531704,143.24150355214164,965.3371330042144,19.306742660084286,23.496158330586663
Unknown income group,2021-08-09,258910,-45.24789832990765,7.485588751093634,-25.351129069660434,-42.29978890338115,-45.24789832990765,-45.24789832990765,-45.24789832990765,0,0,9.660113552972074
Upper middle income,2021-08-09,2928412447,148.25782748131513,148.25782748131513,148.25782748131513,148.25782748131513,138.7591661810331,138.49199995268492,126.7778888122488,5287.021436203192,97.90780437413318,65.9915054991569
High income,2021-08-16,1241193758,147.79079496964187,152.38762606565723,152.38762606565723,152.38762606565723,147.79079496964187,145.93515926499802,143.11085255517318,10712.27598634901,139.12046735518197,130.3855889194699
Low income,2021-08-16,704080579,108.05267346108815,108.05267346108815,108.05267346108815,108.05267346108815,84.1770523135719,74.99062521867346,23.728747478814768,55.471131176968974,1.9127976267920335,4.45582223622163
Lower middle income,2021-08-16,2994738553,212.20872275564946,273.6994998219618,273.6994998219618,273.6994998219618,212.20872275564946,212.20872275564946,145.9636659575546,985.319969885245,19.7063993977049,24.014801702123744
Unknown income group,2021-08-16,258910,-45.26376143985946,8.878354673302942,-24.668565829711397,-42.17370948116631,-45.26376143985946,-45.26376143985946,-45.26376143985946,0,0,9.660113552972074
Upper middle income,2021-08-16,2928412447,152.28700188174665,152.28700188174665,152.28700188174665,152.28700188174665,142.3192861583398,142.15694165529524,130.19351272097387,5398.526445900862,99.97271196112708,67.49105622142577
High income,2021-08-23,1241193758,150.206732440961,154.79835854986845,154.79835854986845,154.79835854986845,150.206732440961,148.3707103225441,145.4009445559531,10883.849224061985,141.34869122158423,131.36456741671753
Low income,2021-08-23,704080579,110.76662793277366,110.76662793277366,110.76662793277366,110.76662793277366,87.04712233112262,75.80152235016413,24.83475497224485,55.790952111354514,1.9238259348742934,4.546865508699112
Lower middle income,2021-08-23,2994738553,216.5230272900497,278.7314432624679,278.7314432624679,278.7314432624679,216.5230272900497,216.5230272900497,148.668000097327,1005.3028067662756,20.10605613532551,24.510738550604955
Unknown income group,2021-08-23,258910,-45.27249066514447,10.052367895081577,-24.485824613941237,-41.97213798533211,-45.27249066514447,-45.27249066514447,-45.27249066514447,0,0,9.660113552972074
Upper middle income,2021-08-23,2928412447,156.22778324751837,156.22778324751837,156.22778324751837,156.22778324751837,146.05329401914844,145.77382637428303,133.75689269449077,5515.347862450972,102.13607152686984,68.94197957218286
High income,2021-08-30,1241193758,152.63976143969234,157.29509609411872,157.29509609411872,157.29509609411872,152.63976143969234,150.86866895182249,147.78290065624475,11062.556970744994,143.6695710486363,132.5325541961032
Low income,2021-08-30,704080579,112.96418445976987,112.96418445976987,112.96418445976987,112.96418445976987,89.48336955782663,77.47694839072817,25.543304730651716,56.110773045740046,1.9348542429565532,4.627253892767862
Lower middle income,2021-08-30,2994738553,220.715982601186,283.6867035726182,283.6867035726182,283.6867035726182,220.715982601186,220.715982601186,151.41864752129734,1025.2856436473064,20.505712872946123,25.000464139014273
Unknown income group,2021-08-30,258910,-45.193830183699276,11.379159278628359,-23.818816464291942,-41.61618631250495,-45.193830183699276,-45.193830183699276,-45.193830183699276,0,0,9.660113552972074
Upper middle income,2021-08-30,2928412447,159.91710819077764,159.91710819077764,159.91710819077764,159.91710819077764,149.5127865620714,149.1699690813105,137.00908959761628,5626.45944805936,104.19369348258074,70.27713975564863
High income,2021-09-06,1241193758,155.6623034532896,160.4037480260839,160.4037480260839,160.4037480260839,155.6623034532896,153.89869004051027,150.7267564700909,11283.63008279025,146.5406504258474,133.75992114842717
Low income,2021-09-06,704080579,115.22932566689147,115.22932566689147,115.22932566689147,115.22932566689147,91.19464243398397,79.04225087603527,26.21266022766903,56.43059398012557,1.9458825510388131,4.701534879291138
Lower middle income,2021-09-06,2994738553,224.6914931244126,287.64020135715674,287.64020135715674,287.64020135715674,224.6914931244126,224.6914931244126,153.97994663617743,1053.7601198934733,21.075202397869468,25.401133539285624
Unknown income group,2021-09-06,258910,-45.05172973410107,12.653860515259236,-23.452345884453727,-41.343793043541886,-45.05172973410107,-45.05172973410107,-45.05172973410107,0,0,9.660113552972074
Upper middle income,2021-09-06,2928412447,163.53247762258388,163.53247762258388,163.53247762258388,163.53247762258388,152.9002790012184,152.37515039783696,140.03011412738917,5719.468861575882,105.91609002918301,71.57064002876778
High income,2021-09-13,1241193758,158.43006166442225,163.212558134156,163.212558134156,163.212558134156,158.43006166442225,156.7101472042086,153.44621988538574,11488.461150537372,149.20079416282303,135.27032368462812
Low income,2021-09-13,704080579,117.55038583497745,117.55038583497745,117.55038583497745,117.55038583497745,93.05302632663837,80.66748955118969,26.80862904790063,56.750414914511104,1.9569108591210727,4.774962838450911
Lower middle income,2021-09-13,2994738553,228.31896881198605,291.37696461557016,291.37696461557016,291.37696461557016,228.31896881198605,228.31896881198605,156.34584700539844,1082.2345961396402,21.644691922792806,25.769980662482226
Unknown income group,2021-09-13,258910,-44.66924013656675,13.109595170989579,-23.10223512498739,-40.656141307204074,-44.66924013656675,-44.66924013656675,-44.66924013656675,0,0,9.660113552972074
Upper middle income,2021-09-13,2928412447,166.81751629250203,166.81751629250203,166.81751629250203,166.81751629250203,156.1348390791331,155.38452812064415,142.76283346785766,5804.131729500768,107.48392091668092,72.69862270189974
High income,2021-09-20,1241193758,160.91420860030698,165.744535649379,165.744535649379,165.744535649379,160.91420860030698,159.19262635127265,155.8778120990758,11671.421304234993,151.5769000549999,136.8682215851105
Low income,2021-09-20,704080579,119.84452138947238,119.84452138947238,119.84452138947238,119.84452138947238,94.85787318226394,82.25449804117949,27.34959822521738,57.059925301015824,1.9675836310695112,4.8593290342695274
Lower middle income,2021-09-20,2994738553,231.90850929003076,294.98204921758577,294.98204921758577,294.98204921758577,231.90850929003076,231.90850929003076,158.5727444312698,1110.7090723858073,22.214181447716147,26.109543025607817
Unknown income group,2021-09-20,258910,-43.58082136527938,14.360554092268131,-22.22660340497792,-39.64520577684464,-43.58082136527938,-43.58082136527938,-43.58082136527938,0,0,10.046734386466337
Upper middle income,2021-09-20,2928412447,169.71670489142056,169.71670489142056,169.71670489142056,169.71670489142056,159.00109526379288,158.1675184626781,145.24236518220764,5882.31445286151,108.93174912706502,73.71982451486964
High income,2021-09-27,1241193758,163.3953898813141,168.28243457265265,168.28243457265265,168.28243457265265,163.3953898813141,161.63262752292638,158.31237802208335,11851.837173159758,153.9199632877891,138.51156106120217
Low income,2021-09-27,704080579,121.9709356927003,121.9709356927003,121.9709356927003,121.9709356927003,96.53528958820267,83.87365101381766,27.90139602358772,57.36943568752052,1.9782564030179492,4.945826804292524
Lower middle income,2021-09-27,2994738553,235.40218799760777,298.55877446739765,298.55877446739765,298.55877446739765,235.40218799760777,235.40218799760777,160.8152456039577,1139.1835486319742,22.783670972639488,26.389734596641432
Unknown income group,2021-09-27,258910,-42.51625503585204,15.416049698290852,-21.71192259192388,-38.97575277991167,-42.51625503585204,-42.51625503585204,-42.51625503585204,0,0,10.819976053454866
Upper middle income,2021-09-27,2928412447,172.22045917543005,172.22045917543005,172.22045917543005,172.22045917543005,161.4233909874057,160.53912508969924,147.34719201266006,5950.361624945225,110.19188194343008,74.63803492705206
High income,2021-10-04,1241193758,165.5949101158126,170.48427100723106,170.48427100723106,170.48427100723106,165.5949101158126,163.84334212086927,160.5043416571496,12012.874871983111,156.01136197380666,140.05475356249738
Low income,2021-10-04,704080579,124.2852733214078,124.2852733214078,124.2852733214078,124.2852733214078,97.97170789021588,85.36057062245304,28.377881699600614,57.67894607402524,1.9889291749663878,5.028489927997289
Lower middle income,2021-10-04,2994738553,238.6510884104212,301.8477755984387,301.8477755984387,301.8477755984387,238.6510884104212,238.6510884104212,162.82609864974006,1157.8539557466927,23.157079114933854,26.711798938129206
Unknown income group,2021-10-04,258910,-41.71003232922874,16.417527534737594,-21.290331533343572,-38.052855869224544,-41.71003232922874,-41.71003232922874,-41.71003232922874,0,0,10.819976053454866
Upper middle income,2021-10-04,2928412447,174.69056320584014,174.69056320584014,174.69056320584014,174.69056320584014,163.68083866509264,162.79963965230908,149.3762126795718,6018.605470219848,111.45565685592308,75.46189418310446
High income,2021-10-11,1241193758,167.91012452388995,172.80923358043617,172.80923358043617,172.80923358043617,167.91012452388995,166.1763194738466,162.82710517237473,12183.599718298548,158.228567770111,141.44172661880242
Low income,2021-10-11,704080579,126.56233945115689,126.56233945115689,126.56233945115689,126.56233945115689,99.4496509004562,86.73029353819393,28.797009727232016,57.98845646052994,1.9996019469148258,5.108738129247562
Lower middle income,2021-10-11,2994738553,241.85030556742166,304.6539686537439,304.6539686537439,304.6539686537439,241.85030556742166,241.85030556742166,164.74049260737235,1176.5243628614107,23.530487257228213,26.979401797549837
Unknown income group,2021-10-11,258910,-41.29082521537838,17.12974559981463,-21.053967598932513,-37.71170152501936,-41.29082521537838,-41.29082521537838,-41.29082521537838,0,0,10.819976053454866
Upper middle income,2021-10-11,2928412447,177.16892904723738,177.16892904723738,177.16892904723738,177.16892904723738,166.0478661290987,165.15911486785683,151.54299510185012,6088.99953310007,112.75925061296424,76.23258459671476
High income,2021-10-18,1241193758,170.41556733935448,175.31554847671697,175.31554847671697,175.31554847671697,170.41556733935448,168.69305889650505,165.32392079686687,12368.446120484714,160.6291703959054,143.00884850244307
Low income,2021-10-18,704080579,128.78393661576646,128.78393661576646,128.78393661576646,128.78393661576646,100.61171785557488,87.94570003046424,29.126702225323537,58.29796684703466,2.010274718863264,5.1767695469981145
Lower middle income,2021-10-18,2994738553,245.04199036276032,307.377116331054,307.377116331054,307.377116331054,245.04199036276032,245.04199036276032,166.48832798045817,1195.1947699761288,23.90389539952258,27.237554883810255
Unknown income group,2021-10-18,258910,-41.309520024803945,17.81017588554352,-21.061109657155374,-37.72039233436175,-41.309520024803945,-41.309520024803945,-41.309520024803945,0,0,10.819976053454866
Upper middle income,2021-10-18,2928412447,179.5667953963684,179.5667953963684,179.5667953963684,179.5667953963684,168.2802122310433,167.36457459546537,153.6101865717906,6154.431950630476,113.97096204871254,76.93299874162159
High income,2021-10-25,1241193758,172.96107723676067,177.8622653396664,177.8622653396664,177.8622653396664,172.96107723676067,171.24833056149305,167.87297246454074,12557.786300506978,163.08813377281788,144.56082263024078
Low income,2021-10-25,704080579,130.69818327904952,130.69818327904952,130.69818327904952,130.69818327904952,101.7198010622253,89.065295318064,29.406159166498313,58.607477233539356,2.0209474908117024,5.237274837543843
Lower middle income,2021-10-25,2994738553,248.50266309432354,310.36392246850363,310.36392246850363,310.36392246850363,248.50266309432354,248.50266309432354,168.56101645665234,1213.8651770908468,24.27730354181694,27.566197929799717
Unknown income group,2021-10-25,258910,-41.303472124757135,18.916057824947934,-20.958183080501566,-38.415559720564566,-41.303472124757135,-41.303472124757135,-41.303472124757135,0,0,10.819976053454866
Upper middle income,2021-10-25,2928412447,181.9226312988361,181.9226312988361,181.9226312988361,181.9226312988361,170.4419518167931,169.58274619437233,155.69960415082068,6216.948287125663,115.12867198380856,77.62675378356633
High income,2021-11-01,1241193758,175.53175004271523,180.4636595660127,180.4636595660127,180.4636595660127,175.53175004271523,173.8184540372286,170.44885469827653,12744.226501199537,165.50943508051347,146.0358555879879
Low income,2021-11-01,704080579,132.18549263302037,132.18549263302037,132.18549263302037,132.18549263302037,102.76975304632255,90.20043730672198,29.8765957687907,58.916987620044075,2.0316202627601405,5.276475322294041
Lower middle income,2021-11-01,2994738553,251.84128846865318,313.54059527111264,313.54059527111264,313.54059527111264,251.84128846865318,251.84128846865318,170.80458098728153,1230.0535673783622,24.60107134756725,27.94863535454676
Unknown income group,2021-11-01,258910,-40.99789913141965,20.704587656760367,-20.726948885266733,-38.78064798001935,-40.99789913141965,-40.99789913141965,-41.05915602382992,0,0,10.819976053454866
Upper middle income,2021-11-01,2928412447,184.58896023329322,184.58896023329322,184.58896023329322,184.58896023329322,172.9494728563183,172.08993390518197,158.16309502354733,6294.947075366158,116.57309398826217,78.32528885573338
High income,2021-11-08,1241193758,178.3328493876948,183.26441428125983,183.26441428125983,183.26441428125983,178.3328493876948,176.63840084855337,173.24248243236028,12945.911190416185,168.12871675865176,147.5627729510383
Low income,2021-11-08,704080579,133.8586831593812,133.8586831593812,133.8586831593812,133.8586831593812,103.88755682087049,91.41114100058849,30.366482378202175,59.22649800654877,2.0422930347085786,5.3229205744077195
Lower middle income,2021-11-08,2994738553,255.05492697133607,316.27897973916043,316.27897973916043,316.27897973916043,255.05492697133607,255.05492697133607,172.45932806931376,1246.2419576658779,24.924839153317556,28.30873463564083
Unknown income group,2021-11-08,258910,-39.61643073381682,23.197537595463572,-19.414592803074942,-37.90200639945593,-39.61643073381682,-39.61643073381682,-40.59580251036222,0,0,11.20659688694913
Upper middle income,2021-11-08,2928412447,187.21237354641565,187.21237354641565,187.21237354641565,187.21237354641565,175.42292001217513,174.64964512007495,160.53776736948384,6371.43485104265,117.98953427856758,78.99643813390743
High income,2021-11-15,1241193758,181.1857510958361,186.12351672744902,186.12351672744902,186.12351672744902,181.1857510958361,179.50492535197355,176.09869453042037,13150.656913178842,170.78775211920578,149.17154594649517
Low income,2021-11-15,704080579,135.3415891952439,135.3415891952439,135.3415891952439,135.3415891952439,104.7890445754118,92.60599289159596,30.806246954974572,59.5360083930535,2.052965806657017,5.356722529339927
Lower middle income,2021-11-15,2994738553,257.86002608189494,318.9632367003158,318.9632367003158,318.9632367003158,257.86002608189494,257.86002608189494,174.03770481502525,1262.4303479533933,25.248606959067864,28.67140345656745
Unknown income group,2021-11-15,258910,-38.718623377436735,24.833509068838236,-18.65772580859129,-37.88118619733861,-38.718623377436735,-38.718623377436735,-40.15654942721243,0,0,12.75308022092619
Upper middle income,2021-11-15,2928412447,189.80525925597993,189.80525925597993,189.80525925597993,189.80525925597993,177.8905885504664,177.14069897975241,162.96221189519744,6445.016650817858,119.3521602003307,79.67742140934836
High income,2021-11-22,1241193758,184.17954497197653,189.13534389825114,189.13534389825114,189.13534389825114,184.17954497197653,182.49978175450568,179.1072245587906,13365.772439138656,173.581460248554,150.86870425592326
Low income,2021-11-22,704080579,136.77598712835834,136.77598712835834,136.77598712835834,136.77598712835834,105.59695026710892,93.70220429020142,31.24636169429528,59.8455187795582,2.063638578605455,5.390099958999152
Lower middle income,2021-11-22,2994738553,260.8520586508663,321.7974410065657,321.7974410065657,321.7974410065657,260.8520586508663,260.8520586508663,175.64417536796915,1278.6187382409084,25.57237476481817,29.036743963138207
Unknown income group,2021-11-22,258910,-38.14445115350655,26.343576782462804,-18.239233431401342,-37.96318850060479,-38.14445115350655,-38.14445115350655,-40.2114210055051,0,0,12.366459387431924
Upper middle income,2021-11-22,2928412447,192.30935926468518,192.30935926468518,192.30935926468518,192.30935926468518,180.27680331303142,179.48429661831747,165.1895024010479,6517.343865022731,120.6915530559765,80.32388051791395
High income,2021-11-29,1241193758,187.56676609465032,192.48865895482035,192.48865895482035,192.48865895482035,187.56676609465032,185.8977419645722,182.54803556013283,13584.953078764524,176.4279620618769,152.4997970542485
Low income,2021-11-29,704080579,138.34293967636137,138.34293967636137,138.34293967636137,138.34293967636137,106.66293640767543,94.8902469161874,31.709011866538322,60.15502916606292,2.0743113505538933,5.421490968294411
Lower middle income,2021-11-29,2994738553,263.72405785178194,324.96616087616854,324.96616087616854,324.96616087616854,263.72405785178194,263.72405785178194,177.25267379623594,1294.8071285284238,25.89614257056848,29.391232704379586
Unknown income group,2021-11-29,258910,-37.707142964073874,27.864507239237227,-17.62067739030305,-37.707142964073874,-37.96451148745838,-37.96451148745838,-40.599864969536334,0,0,12.75308022092619
Upper middle income,2021-11-29,2928412447,194.6618467991534,194.6618467991534,194.6618467991534,194.6618467991534,182.6776072242771,181.75985371039653,167.44746850555356,6589.741384897902,122.03224786847969,80.96429580569938
High income,2021-12-06,1241193758,190.88877508434783,195.70181579488215,195.70181579488215,195.70181579488215,190.88877508434783,189.13678259685912,186.0059876019974,13786.91406311079,179.05083198845182,154.5972133385479
Low income,2021-12-06,704080579,139.87601020550434,139.87601020550434,139.87601020550434,139.87601020550434,107.75008157065358,96.12351213187759,32.146860478800356,60.464539552567615,2.084984122502332,5.454156547612997
Lower middle income,2021-12-06,2994738553,266.70935423370315,328.5591609004386,328.5591609004386,328.5591609004386,266.70935423370315,266.70935423370315,179.0207858707952,1293.6917410040453,25.87383482008091,29.78422200183296
Unknown income group,2021-12-06,258910,-37.02701995982555,29.524015145664244,-16.746552986234367,-37.02701995982555,-37.61936781645362,-37.61936781645362,-40.4995545397043,0,0,13.139701054420453
Upper middle income,2021-12-06,2928412447,196.48966073075772,196.48966073075772,196.48966073075772,196.48966073075772,184.7187755783158,183.3869945494761,168.01101425551437,6633.7517380185145,122.84725440775027,81.56936846266588
High income,2021-12-13,1241193758,193.82631206094786,198.5735226893333,198.5735226893333,198.5735226893333,193.82631206094786,192.10805312714172,188.99363223953864,13954.572802771769,181.22821821781517,156.61986482532728
Low income,2021-12-13,704080579,141.52709083413473,141.52709083413473,141.52709083413473,141.52709083413473,109.1378587671038,97.5523372976829,32.92556988107078,60.774049939072334,2.09565689445077,5.482987480613351
Lower middle income,2021-12-13,2994738553,269.372375698393,331.16812072839537,331.16812072839537,331.16812072839537,269.372375698393,269.372375698393,180.32642128733548,1292.576353479667,25.851527069593338,30.07366326178257
Unknown income group,2021-12-13,258910,-36.95851350897293,30.87781975270371,-16.32268120073606,-36.95851350897293,-37.841870216452556,-37.841870216452556,-40.38501305055614,0,0,13.139701054420453
Upper middle income,2021-12-13,2928412447,198.37901350276442,198.37901350276442,198.37901350276442,198.37901350276442,186.74189209476992,185.09788282508592,169.63505243159332,6678.661779979986,123.6789218514812,82.12997897423566
High income,2021-12-20,1241193758,196.4082341063081,201.11887553174193,201.11887553174193,201.11887553174193,196.4082341063081,194.74831041739782,191.67225663332658,14091.813811103466,183.01056897536967,158.62519387565274
Low income,2021-12-20,704080579,143.67931021421418,143.67931021421418,143.67931021421418,143.67931021421418,111.59554908146193,99.38935173278458,33.97444771799373,61.08356032557703,2.1063296663992084,5.513949987818084
Lower middle income,2021-12-20,2994738553,272.0647399556648,333.88825127160777,333.88825127160777,333.88825127160777,272.0647399556648,272.0647399556648,181.86566608876012,1291.4609659552889,25.82921931910577,30.331782455267973
Unknown income group,2021-12-20,258910,-36.11283309484038,32.985227649866076,-15.606140592053524,-36.11283309484038,-37.32291678906269,-37.32291678906269,-39.5359770970145,0,0,13.526321887914717
Upper middle income,2021-12-20,2928412447,200.26488968466168,200.26488968466168,200.26488968466168,200.26488968466168,188.7857633977931,186.8198918473102,171.30062709610954,6725.124619603091,124.53934480746463,82.66593493276461
High income,2021-12-27,1241193758,198.69059329303536,203.40672573649644,203.40672573649644,203.40672573649644,198.69059329303536,197.04324081945185,194.006274391002,14205.472713718733,184.4866586197238,160.5694536533433
Low income,2021-12-27,704080579,146.30805861327696,146.30805861327696,146.30805861327696,146.30805861327696,114.3434338287538,101.31239333504902,34.95551031738721,61.08356032557703,2.1063296663992084,5.556419416590669
Lower middle income,2021-12-27,2994738553,274.6684972934051,336.60950503223444,336.60950503223444,336.60950503223444,274.6684972934051,274.6684972934051,183.26697177168063,1290.3455784309103,25.8069115686182,30.5806517260941
Unknown income group,2021-12-27,258910,-35.818489646629324,34.3278559917731,-15.3422820506024,-35.818489646629324,-37.06430225623392,-37.06430225623392,-39.28084266375053,0,0,13.912942721408983
Upper middle income,2021-12-27,2928412447,202.27048305612453,202.27048305612453,202.27048305612453,202.27048305612453,191.01645627656038,188.67549838649947,173.08856433916785,6771.336908453966,125.3951279343327,83.13393710964513
High income,2022-01-03,1241193758,201.75218808214169,205.66431556728423,205.66431556728423,205.66431556728423,201.75218808214169,200.14014223386508,197.3172832478875,14226.97536125628,184.7659137825491,162.42524859684318
Low income,2022-01-03,704080579,148.71813286878847,148.71813286878847,148.71813286878847,148.71813286878847,116.35704573312856,103.35257844539241,36.596984713746124,61.08356032557703,2.1063296663992084,5.5987466741360015
Lower middle income,2022-01-03,2994738553,276.9768017621731,339.4124346999376,339.4124346999376,339.4124346999376,276.9768017621731,276.9768017621731,184.61858099849258,1290.3455784309103,25.8069115686182,30.798233290717583
Unknown income group,2022-01-03,258910,-35.24830615678622,35.55376048686201,-14.67308976685983,-35.24830615678622,-37.270402413102374,-37.270402413102374,-39.057533629327075,0,0,13.912942721408983
Upper middle income,2022-01-03,2928412447,203.34078372678437,203.34078372678437,203.34078372678437,203.34078372678437,192.01121392869558,190.17679332377904,175.49168905372989,6777.295440890584,125.50547112760341,83.56208673770877
High income,2022-01-10,1241193758,205.2751608995245,207.81526046770765,207.81526046770765,207.81526046770765,205.2751608995245,202.1001731325114,198.94346617670297,14232.336869505498,184.83554375981163,164.4420172793038
Low income,2022-01-10,704080579,150.71039606948142,150.71039606948142,150.71039606948142,150.71039606948142,118.15745308876316,104.99583175060906,37.81876527461111,61.08356032557703,2.1063296663992084,5.666212389590709
Lower middle income,2022-01-10,2994738553,280.6852130176823,342.5526198347124,342.5526198347124,342.5526198347124,280.6852130176823,280.6852130176823,186.29850617759422,1290.3455784309103,25.8069115686182,31.0345811679942
Unknown income group,2022-01-10,258910,-33.711339169444216,37.736764462127994,-13.376164564480607,-33.711339169444216,-36.295508929276245,-36.295508929276245,-37.7958467209318,0,0,14.68618438839751
Upper middle income,2022-01-10,2928412447,204.5762766015983,204.5762766015983,204.5762766015983,204.5762766015983,193.2319437524687,192.10891737316035,177.85489440514246,6784.763627475988,125.64377087918497,83.98753906812635
High income,2022-01-17,1241193758,209.82080169492713,212.08332039723751,210.73925801058,210.73925801058,209.82080169492713,205.7265920307164,200.6351066247009,14232.336869505498,184.83554375981163,166.73561671263255
Low income,2022-01-17,704080579,152.262886708485,152.262886708485,152.262886708485,152.262886708485,119.71567338264974,106.69516999508099,38.667765322889316,61.08356032557703,2.1063296663992084,5.7457477462959545
Lower middle income,2022-01-17,2994738553,286.2504032435997,347.0973532481451,347.0973532481451,347.0973532481451,286.2504032435997,286.2504032435997,188.8139427132119,1290.3455784309103,25.8069115686182,31.265486099346983
Unknown income group,2022-01-17,258910,-31.401910288089834,41.61835346675693,-11.902174761664824,-31.401910288089834,-34.99906704292596,-34.99906704292596,-35.642137957157026,0,0,15.846046888880304
Upper middle income,2022-01-17,2928412447,206.2058660487659,206.2058660487659,206.2058660487659,206.2058660487659,195.05304938047115,194.73873808454775,182.10473995378928,6784.763627475988,125.64377087918497,84.48193622911478
High income,2022-01-24,1241193758,214.43766294676965,217.32879468792305,214.43766294676965,214.43766294676965,214.040367503038,209.1080007526041,202.25967254339764,14232.336869505498,184.83554375981163,169.25762585087054
Low income,2022-01-24,704080579,153.27659208060413,153.27659208060413,153.27659208060413,153.27659208060413,120.64523538664734,108.05182301471072,39.29972415786918,61.08356032557703,2.1063296663992084,5.808099274387172
Lower middle income,2022-01-24,2994738553,292.9115073791916,352.1917774680322,352.1917774680322,352.1917774680322,292.9115073791916,292.9115073791916,191.4056028440801,1290.3455784309103,25.8069115686182,31.55048647079677
Unknown income group,2022-01-24,258910,-30.02452688852857,45.185032460763004,-11.577827758381025,-30.02452688852857,-35.6010863396144,-35.6010863396144,-35.6010863396144,0,0,16.23266772237457
Upper middle income,2022-01-24,2928412447,208.12253414145772,208.12253414145772,208.12253414145772,208.12253414145772,196.60790426945667,196.60790426945667,185.17074491531974,6784.763627475988,125.64377087918497,85.08700840800654
High income,2022-01-30,1241193758,218.3974012987066,221.83138539118892,218.3974012987066,218.3974012987066,217.2380165069599,211.9855311563049,203.65502138761667,14232.336869505498,184.83554375981163,171.43481646481177
Low income,2022-01-30,704080579,154.1396954408717,154.1396954408717,154.1396954408717,154.1396954408717,121.44584024506977,109.23696985513011,39.77625637519948,61.08356032557703,2.1063296663992084,5.841213097854812
Lower middle income,2022-01-30,2994738553,298.62017458197556,356.5361022220737,356.5361022220737,356.5361022220737,298.62017458197556,298.62017458197556,193.65321219781015,1290.3455784309103,25.8069115686182,31.817297007295714
Unknown income group,2022-01-30,258910,-28.85369185889841,48.132824760415495,-11.346925214802567,-28.85369185889841,-36.19733247629774,-36.19733247629774,-36.19733247629774,0,0,16.564057008226797
Upper middle income,2022-01-30,2928412447,209.78888084380927,209.78888084380927,209.78888084380927,209.78888084380927,198.007487391605,198.007487391605,187.80915979007926,6784.763627475988,125.64377087918497,85.69517765746608
