World_Bank_income_group,date,population,cumulative_estimated_daily_excess_deaths,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_90_top,cumulative_estimated_daily_excess_deaths_ci_50_top,cumulative_estimated_daily_excess_deaths_ci_50_bot,cumulative_estimated_daily_excess_deaths_ci_90_bot,cumulative_estimated_daily_excess_deaths_ci_95_bot,cumulative_estimated_daily_excess_deaths_raw_estimate,cumulative_daily_excess_deaths,cumulative_daily_covid_deaths
High income,2021-08-23,1241193758,1938962.2709036027,1975618.6717507627,1975618.6717507627,1955237.8087164564,1883820.1015807388,1864412.4374393995,1864412.4374393995,140963867.80373862,1830699.5818667351,1630462.813
Low income,2021-08-23,704080579,775588.7693800831,939861.6233515922,939861.6233515922,775588.7693800831,431202.6079909715,158031.72825825217,158031.72825825217,392813.25865523756,13545.284781215089,32013.597
Lower middle income,2021-08-23,2994738553,6161031.616968637,9337491.534753077,9337491.534753077,6527090.944513202,4388143.410932245,3208564.945491418,3208564.945491418,29831959.868405696,596639.1973681139,734032.537
Unknown income group,2021-08-23,258910,-114.46065165484735,165.13567711797842,165.13567711797842,50.919593902206195,-114.46065165484735,-151.70071392956376,-151.70071392956376,0,0,25.010999999999996
Upper middle income,2021-08-23,2928412447,4594557.31736749,5856016.241352181,5856016.241352181,4785394.341998868,4059599.0418898994,3754406.7293606033,3754406.7293606033,161475518.8118082,2990287.3854038552,2018905.511
High income,2021-08-30,1241193758,1970692.4895145,2007974.6877640681,2007974.6877640681,1988127.7350363613,1914723.9806030756,1894965.9292894255,1894965.9292894255,143283343.8178625,1860822.6469852275,1645011.802
Low income,2021-08-30,704080579,791265.2762432301,958152.9097679247,958152.9097679247,791265.2762432301,437886.1683809902,166061.72327532995,166061.72327532995,395065.0557418224,13622.932956614566,32579.596
Lower middle income,2021-08-30,2994738553,6287178.335962688,9509435.155673107,9509435.155673107,6699542.781570231,4468453.195903711,3271702.243671348,3271702.243671348,30374212.94330373,607484.2588660746,748698.538
Unknown income group,2021-08-30,258910,-114.77297773363172,167.5652566044872,167.5652566044872,51.40471691312896,-114.77297773363172,-151.07859554058237,-151.07859554058237,0,0,25.010999999999996
Upper middle income,2021-08-30,2928412447,4703781.483817485,5982217.237711543,5982217.237711543,4891549.54030964,4152079.623720974,3840474.866595586,3840474.866595586,164624858.66909745,3048608.493872175,2058004.508
High income,2021-09-06,1241193758,2009711.5121413043,2047846.860564381,2047846.860564381,2028354.4914507614,1952019.7021356227,1932475.3476222013,1932475.3476222013,146128332.70241654,1897770.5545768382,1660241.814
Low income,2021-09-06,704080579,806819.124373209,975730.8140046875,975730.8140046875,806819.124373209,445984.94147033646,172431.3832158584,172431.3832158584,397316.8528284073,13700.581132014046,33102.594
Lower middle income,2021-09-06,2994738553,6405580.198603373,9685545.19617632,9685545.19617632,6861965.511919238,4551715.753904243,3329837.580541257,3329837.580541257,31155817.394545857,623116.3478909171,760697.539
Unknown income group,2021-09-06,258910,-114.78901302797419,170.70173375637756,170.70173375637756,54.34179606115275,-114.78901302797419,-149.61840553326294,-149.61840553326294,0,0,25.010999999999996
Upper middle income,2021-09-06,2928412447,4810376.896449821,6103281.617734972,6103281.617734972,4991843.225716578,4232270.259168888,3918172.174746004,3918172.174746004,167347843.0562236,3099034.1306708073,2095883.531
High income,2021-09-13,1241193758,2045460.1652071388,2084501.739498021,2084501.739498021,2065216.6961795504,1986576.5487156045,1967170.3438928938,1967170.3438928938,148762820.01363721,1931984.675501782,1678981.836
Low income,2021-09-13,704080579,822513.2705655578,993211.6622928586,993211.6622928586,822513.2705655578,455341.30610242684,178544.66735925086,178544.66735925086,399568.64991499216,13778.229307413523,33619.586
Lower middle income,2021-09-13,2994738553,6510854.496109434,9850941.373655075,9850941.373655075,6999402.364727447,4623566.925833096,3389210.7411499587,3389210.7411499587,31937421.84578798,638748.4369157596,771743.546
Unknown income group,2021-09-13,258910,-114.33392583082373,174.77696702066694,174.77696702066694,60.639084502087,-114.33392583082373,-147.43661408207458,-147.43661408207458,0,0,25.010999999999996
Upper middle income,2021-09-13,2928412447,4906545.641098906,6217471.566354984,6217471.566354984,5081186.94473239,4301363.118640319,3986518.1263761255,3986518.1263761255,169826622.16334975,3144937.44746944,2128915.516
High income,2021-09-20,1241193758,2077712.6645857175,2118010.5633971263,2118010.5633971263,2098716.3286757385,2017651.8654306806,1998424.23314201,1998424.23314201,151131313.9048579,1962744.3364267258,1698814.852
Low income,2021-09-20,704080579,837762.422778269,1011057.1118305054,1011057.1118305054,837762.422778269,467288.30157170584,185700.52563878876,185700.52563878876,401747.8524363597,13853.374221943437,34213.592
Lower middle income,2021-09-20,2994738553,6607324.468520351,10012061.438523585,10012061.438523585,7114100.393386005,4688439.655905081,3445517.192616019,3445517.192616019,32719026.297030102,654380.5259406021,781912.551
Unknown income group,2021-09-20,258910,-112.08311979111036,179.92308395184872,179.92308395184872,67.96111056819522,-112.08311979111036,-144.0666927103273,-144.0666927103273,0,0,26.011999999999997
Upper middle income,2021-09-20,2928412447,4992403.488567154,6320145.552236694,6320145.552236694,5167128.202847985,4362220.9920380665,4048654.455733897,4048654.455733897,172115581.9104759,3187325.590934739,2158820.517
High income,2021-09-27,1241193758,2109880.965475905,2153697.503506894,2153697.503506894,2132298.6029131263,2049234.3489854136,2029640.8336718632,2029640.8336718632,153459638.64660293,1992982.3200857523,1719207.875
Low income,2021-09-27,704080579,852718.4378317728,1029059.6218274351,1029059.6218274351,852718.4378317728,476882.6208038459,192649.02215503468,192649.02215503468,403927.05495772714,13928.519136473351,34822.606
Lower middle income,2021-09-27,2994738553,6705915.286116577,10167371.038724313,10167371.038724313,7224485.024039399,4754062.802120127,3500035.9949089363,3500035.9949089363,33500630.74827223,670012.6149654445,790303.556
Unknown income group,2021-09-27,258910,-109.84746284965367,185.09097337226706,185.09097337226706,71.01928855400203,-109.84746284965367,-140.9024817386732,-140.9024817386732,0,0,28.013999999999996
Upper middle income,2021-09-27,2928412447,5064784.504880219,6415505.938855688,6415505.938855688,5241975.424272092,4421040.223577802,4107947.053887354,4107947.053887354,174107730.9124335,3224217.239119139,2185709.505
High income,2021-10-04,1241193758,2138653.809683614,2185449.5566654066,2185449.5566654066,2160746.0138896764,2077893.1477152947,2058198.1285772421,2058198.1285772421,155561390.01730126,2020277.7924324838,1738339.883
Low income,2021-10-04,704080579,867038.533680304,1044674.8830941675,1044674.8830941675,867038.533680304,486572.8004509093,198586.82575004504,198586.82575004504,406106.25747909467,14003.664051003265,35404.621
Lower middle income,2021-10-04,2994738553,6792728.157749802,10304637.329491017,10304637.329491017,7321854.737616761,4810803.953048688,3546745.600359919,3546745.600359919,33804899.342842326,676097.9868568465,799948.541
Unknown income group,2021-10-04,258910,-108.27095587316936,190.16926647031684,190.16926647031684,74.27177791886439,-108.27095587316936,-138.21157991895527,-138.21157991895527,0,0,28.013999999999996
Upper middle income,2021-10-04,2928412447,5136319.68635517,6504822.694199167,6504822.694199167,5313429.442633158,4472376.107536209,4164717.1017784155,4164717.1017784155,176104624.23272258,3261196.7450504187,2209835.502
High income,2021-10-11,1241193758,2168694.4768564217,2218344.8209665692,2218344.8209665692,2190549.798067768,2108018.358787179,2088118.325195263,2088118.325195263,157777407.5913329,2049057.2414458818,1755545.904
Low income,2021-10-11,704080579,881670.2552140086,1060809.4953942725,1060809.4953942725,881670.2552140086,495459.1998403632,205512.847801881,205512.847801881,408285.46000046213,14078.808965533177,35969.633
Lower middle income,2021-10-11,2994738553,6878164.153495525,10437179.915473305,10437179.915473305,7411168.037772069,4865501.273752749,3590068.072402912,3590068.072402912,34109167.937412426,682183.3587482484,807962.547
Unknown income group,2021-10-11,258910,-107.67187855287861,201.50939435251584,201.50939435251584,77.04442200101953,-107.67187855287861,-136.33842193476826,-136.33842193476826,0,0,28.013999999999996
Upper middle income,2021-10-11,2928412447,5207292.802216287,6596077.259884425,6596077.259884425,5385779.114962756,4523115.1394257555,4222243.03854518,4222243.03854518,178164592.79301167,3299344.310981698,2232404.496
High income,2021-10-18,1241193758,2200909.1066413755,2253194.245812439,2253194.245812439,2222581.0821068813,2140271.3473691735,2120159.6092786235,2120159.6092786235,160153881.10203123,2079920.5337926133,1774997.9239999999
Low income,2021-10-18,704080579,895903.6176728911,1076254.1938887946,1076254.1938887946,895903.6176728911,503576.6965989416,211494.0410386396,211494.0410386396,410464.66252182965,14153.95388006309,36448.629
Lower middle income,2021-10-18,2994738553,6964370.368184161,10566479.816435419,10566479.816435419,7498081.93306572,4915542.112341314,3631138.4149672114,3631138.4149672114,34413436.531982526,688268.7306396505,815693.557
Unknown income group,2021-10-18,258910,-108.20044597474089,213.83784111253604,213.83784111253604,81.10361899815453,-108.20044597474089,-134.92248333241514,-134.92248333241514,0,0,28.013999999999996
Upper middle income,2021-10-18,2928412447,5277591.065005715,6683037.878516026,6683037.878516026,5457678.850542698,4573782.399950747,4276711.245376709,4276711.245376709,180078939.91330075,3334795.1835796437,2252915.511
High income,2021-10-25,1241193758,2233429.0326644424,2288170.084556581,2288170.084556581,2255611.9787200014,2172741.9736390486,2152594.170605927,2152594.170605927,162571655.10272956,2111320.196139345,1794266.929
Low income,2021-10-25,704080579,907467.8996917997,1086915.7690589074,1086915.7690589074,907467.8996917997,511553.8928893386,217140.40353538154,217140.40353538154,412643.8650431971,14229.098794593005,36874.635
Lower middle income,2021-10-25,2994738553,7055612.932350841,10712215.526342513,10712215.526342513,7596790.0521107875,4975433.042237512,3683925.0298293917,3683925.0298293917,34717705.12655262,694354.1025310524,825535.557
Unknown income group,2021-10-25,258910,-109.03666743035015,231.96549393567435,231.96549393567435,83.97662357213099,-109.03666743035015,-134.790739556627,-134.790739556627,0,0,28.013999999999996
Upper middle income,2021-10-25,2928412447,5346129.2693739245,6767064.983213048,6767064.983213048,5521943.361463863,4624630.979979048,4332603.0114142215,4332603.0114142215,181908000.15358984,3368666.6695109233,2273231.52
High income,2021-11-01,1241193758,2266374.6603793954,2324153.603777261,2324153.603777261,2289306.9980474724,2205193.049092633,2185495.1306410595,2185495.1306410595,164957128.17433766,2142300.365900489,1812558.944
Low income,2021-11-01,704080579,916855.5263295926,1098381.7881014566,1098381.7881014566,916855.5263295926,516823.69486348354,222891.87010984682,222891.87010984682,414823.06756456464,14304.243709122919,37150.638
Lower middle income,2021-11-01,2994738553,7145436.801130454,10847371.660854502,10847371.660854502,7701749.852308711,5031422.847032032,3738270.427283213,3738270.427283213,35203352.075961426,704067.0415192286,836988.558
Unknown income group,2021-11-01,258910,-108.95844040527584,247.19181847766853,247.19181847766853,85.39752038096472,-108.95844040527584,-134.92087960275532,-134.92087960275532,0,0,28.013999999999996
Upper middle income,2021-11-01,2928412447,5424826.362252602,6863660.124527135,6863660.124527135,5594781.346997139,4688517.938484871,4398774.899026127,4398774.899026127,184126120.77990636,3409742.977405674,2293687.508
High income,2021-11-08,1241193758,2302064.9706438924,2360620.6185903726,2360620.6185903726,2325622.5701117227,2240449.534994254,2221393.4972401257,2221393.4972401257,167530480.21927908,2175720.5223283,1831483.948
Low income,2021-11-08,704080579,927918.7402357494,1110085.2097147098,1110085.2097147098,927918.7402357494,522447.73822240817,229508.7162041743,229508.7162041743,417002.2700859321,14379.388623652832,37477.65
Lower middle income,2021-11-08,2994738553,7230810.28559725,10973379.439219318,10973379.439219318,7801560.426800902,5090212.000184669,3790430.185167811,3790430.185167811,35688999.02537024,713779.9805074048,847772.59
Unknown income group,2021-11-08,258910,-106.14114511482065,262.62630806305566,262.62630806305566,87.76250805058078,-106.14114511482065,-133.25278099048137,-133.25278099048137,0,0,29.014999999999997
Upper middle income,2021-11-08,2928412447,5501877.144078149,6958664.25378398,6958664.25378398,5666592.022036895,4751250.003023741,4462267.8221678,4462267.8221678,186299938.7262229,3449998.8653004244,2313341.527
High income,2021-11-15,1241193758,2338099.5188965285,2396928.550135008,2396928.550135008,2361916.4281261237,2276537.502604495,2257695.4760416946,2257695.4760416946,170129264.3548572,2209470.9656474963,1851396.939
Low income,2021-11-15,704080579,937369.5950069241,1121582.0865895906,1121582.0865895906,937369.5950069241,527256.3196053782,235045.1164358831,235045.1164358831,419181.4726072996,14454.533538182746,37715.643000000004
Lower middle income,2021-11-15,2994738553,7304512.031689207,11092029.894241989,11092029.894241989,7877680.557872951,5149279.478702313,3842646.093103409,3842646.093103409,36174645.97477905,723492.9194955808,858633.573
Unknown income group,2021-11-15,258910,-104.41629907129499,277.6139973214054,277.6139973214054,88.87546559681965,-104.41629907129499,-132.93265106632677,-132.93265106632677,0,0,33.019
Upper middle income,2021-11-15,2928412447,5577431.144584195,7052331.88995157,7052331.88995157,5735612.372476044,4810433.532136527,4522751.844964273,4522751.844964273,188388765.71253943,3488680.8465285082,2333283.526
High income,2021-11-22,1241193758,2375779.5926845563,2435110.6197982146,2435110.6197982146,2400013.4679382774,2314134.192015122,2295487.588426072,2295487.588426072,172851747.707102,2244827.892300026,1872322.963
Low income,2021-11-22,704080579,946097.1798158945,1131478.7396599145,1131478.7396599145,946097.1798158945,532231.9008498014,240622.22270206807,240622.22270206807,421360.6751286671,14529.678452712658,37950.647
Lower middle income,2021-11-22,2994738553,7383873.321914145,11187390.87978699,11187390.87978699,7979051.106502767,5209580.7287642425,3894979.191779344,3894979.191779344,36660292.924187854,733205.858483757,869574.566
Unknown income group,2021-11-22,258910,-103.59314079873927,294.0689109868139,294.0689109868139,89.63161607743896,-103.59314079873927,-133.01869866021693,-133.01869866021693,0,0,32.017999999999994
Upper middle income,2021-11-22,2928412447,5650917.876208432,7144774.842510115,7144774.842510115,5795227.804106273,4865973.156021821,4569430.583298778,4569430.583298778,190440583.25885597,3526677.4677565917,2352214.515
High income,2021-11-29,1241193758,2418623.317247828,2476636.0477643777,2476636.0477643777,2442156.072922336,2355398.305276244,2338444.8149939575,2338444.8149939575,175640831.32975876,2281049.7575293346,1892447.977
Low income,2021-11-29,704080579,956513.7889560738,1142883.38894468,1142883.38894468,956513.7889560738,538064.6454476557,247255.6865562334,247255.6865562334,423539.8776500346,14604.823367242572,38171.665
Lower middle income,2021-11-29,2994738553,7467111.5238340115,11287234.387553273,11287234.387553273,8095175.46099268,5271032.824426223,3946420.449163128,3946420.449163128,37145939.87359666,742918.7974719332,880190.5769999999
Unknown income group,2021-11-29,258910,-103.23977112695553,309.6597961380975,309.6597961380975,90.50949443521246,-103.23977112695553,-133.85805432699914,-133.85805432699914,0,0,33.019
Upper middle income,2021-11-29,2928412447,5718683.471688205,7229426.963614097,7229426.963614097,5854101.876828745,4920683.168821502,4613945.244554446,4613945.244554446,192494567.64517248,3564714.215651342,2370968.516
High income,2021-12-06,1241193758,2459832.905158933,2515384.6035546027,2515384.6035546027,2482521.687559564,2394251.956774499,2379862.3621808356,2379862.3621808356,178154156.73195803,2313690.3471682863,1918340.977
Low income,2021-12-06,704080579,966772.4276977913,1153782.0017891128,1153782.0017891128,966772.4276977913,542366.9718979296,253407.5486130792,253407.5486130792,425719.0801714021,14679.968281772486,38401.657
Lower middle income,2021-12-06,2994738553,7555522.389725764,11384489.988154951,11384489.988154951,8216353.86077948,5327454.081047826,4000091.250224392,4000091.250224392,37148327.69194077,742966.5538388154,891959.579
Unknown income group,2021-12-06,258910,-101.94311900885641,323.8324465919333,323.8324465919333,93.06276080276604,-101.94311900885641,-134.44532778758352,-134.44532778758352,0,0,34.019999999999996
Upper middle income,2021-12-06,2928412447,5772043.83269946,7298514.772135266,7298514.772135266,5901943.564047898,4959366.809466029,4643299.246666939,4643299.246666939,193781143.1261711,3588539.6875216872,2388687.539
High income,2021-12-13,1241193758,2494629.7162805763,2549745.1785613033,2549745.1785613033,2516857.1775214747,2428875.3582392824,2415002.6048343093,2415002.6048343093,180102395.88093635,2338992.154297875,1943383.008
Low income,2021-12-13,704080579,977783.420070441,1165720.5380049155,1165720.5380049155,977783.420070441,549997.9997119956,260593.2804776042,260593.2804776042,427898.2826927696,14755.1131963024,38604.65
Lower middle income,2021-12-13,2994738553,7626527.4617014695,11449602.069742586,11449602.069742586,8292249.041927923,5383129.3780697975,4038180.058515898,4038180.058515898,37150715.510284886,743014.3102056978,900627.588
Unknown income group,2021-12-13,258910,-102.12291780826237,338.29767946730976,338.29767946730976,95.6738076242462,-102.12291780826237,-136.22110760262703,-136.22110760262703,0,0,34.019999999999996
Upper middle income,2021-12-13,2928412447,5826820.812414129,7371031.9800718585,7371031.9800718585,5969101.264605733,4999766.772241721,4674758.153326391,4674758.153326391,195093957.2071697,3612851.0593920317,2405104.527
High income,2021-12-20,1241193758,2530496.9785420657,2586733.662005481,2586733.662005481,2552719.2774098697,2463223.651273525,2448655.997736621,2448655.997736621,181130064.84823716,2352338.5045225606,1968212.0219999999
Low income,2021-12-20,704080579,992671.4561998363,1183194.1878575021,1183194.1878575021,992671.4561998363,566273.0049409193,268974.63187665725,268974.63187665725,430077.48521413706,14830.258110832314,38822.651
Lower middle income,2021-12-20,2994738553,7698347.940364288,11516504.234580383,11516504.234580383,8366444.602058395,5439647.10728802,4084088.0213603573,4084088.0213603573,37153103.328629,743062.06657258,908357.583
Unknown income group,2021-12-20,258910,-100.29359433439083,348.3035077468488,348.3035077468488,100.07328339585061,-100.29359433439083,-136.06457862013352,-136.06457862013352,0,0,35.020999999999994
Upper middle income,2021-12-20,2928412447,5880408.728702723,7446493.721079563,7446493.721079563,6041337.523195223,5041535.279739659,4712097.802566816,4712097.802566816,196451325.60816833,3637987.5112623763,2420799.528
High income,2021-12-27,1241193758,2567273.727323051,2624518.5535402116,2624518.5535402116,2588969.414285248,2509682.573539552,2489809.206724421,2489809.206724421,181891241.1846391,2362223.9114888194,1992243.057
Low income,2021-12-27,704080579,1009865.4939626836,1203088.7017161886,1203088.7017161886,1009865.4939626836,587069.5707982073,279768.04934950144,279768.04934950144,430077.48521413706,14830.258110832314,39121.67
Lower middle income,2021-12-27,2994738553,7768131.658427109,11606995.43235347,11606995.43235347,8440668.874754487,5492614.092669955,4118204.254563971,4118204.254563971,37155491.14697311,743109.8229394623,915810.567
Unknown income group,2021-12-27,258910,-100.16230375080087,363.0911519727515,363.0911519727515,104.71054393324927,-100.16230375080087,-134.98567309350702,-134.98567309350702,0,0,36.022
Upper middle income,2021-12-27,2928412447,5936407.093805153,7523497.50735704,7523497.50735704,6116579.161060111,5097197.980887443,4748493.4555646805,4748493.4555646805,197800600.84916693,3662974.089799388,2434504.562
High income,2022-01-03,1241193758,2604099.4291573605,2680293.7112779375,2680293.7112779375,2632377.549395137,2573258.3844045033,2516425.704115001,2516425.704115001,182150809.83572835,2365594.932931537,2015137.068
Low income,2022-01-03,704080579,1025754.7240260706,1221386.3747379894,1221386.3747379894,1025754.7240260706,607436.8547604394,291235.77285514964,291235.77285514964,430077.48521413706,14830.258110832314,39419.688
Lower middle income,2022-01-03,2994738553,7831352.826353403,11721513.693970283,11721513.693970283,8531234.325254481,5553852.802530134,4150029.249009357,4150029.249009357,37155491.14697311,743109.8229394623,922326.566
Unknown income group,2022-01-03,258910,-99.42272659866867,378.309574178553,378.309574178553,110.37461313584458,-99.42272659866867,-134.48172468734296,-134.48172468734296,0,0,36.022
Upper middle income,2022-01-03,2928412447,5964494.26225831,7577330.209994019,7577330.209994019,6156796.878386661,5302057.3383839065,4771170.680215676,4771170.680215676,197966351.74262932,3666043.550789432,2447042.549
High income,2022-01-10,1241193758,2648941.0479324856,2745504.8541759253,2745504.8541759253,2680750.8927439908,2623224.0147464513,2551626.523573025,2551626.523573025,182234269.56621817,2366678.825535301,2040062.0729999999
Low income,2022-01-10,704080579,1039643.6794139488,1238921.6352119853,1238921.6352119853,1039643.6794139488,630102.7526285761,301445.7775212414,301445.7775212414,430077.48521413706,14830.258110832314,39894.701
Lower middle income,2022-01-10,2994738553,7957486.229794411,11859605.965783248,11859605.965783248,8642229.909003012,5641447.339655447,4195473.37233523,4195473.37233523,37155491.14697311,743109.8229394623,929404.567
Unknown income group,2022-01-10,258910,-96.81534983367783,393.33342320853455,393.33342320853455,117.59990871032983,-96.81534983367783,-133.90693121603712,-133.90693121603712,0,0,38.023999999999994
Upper middle income,2022-01-10,2928412447,6001817.670764825,7644433.808666515,7644433.808666515,6218000.4192127995,5360451.293983111,4797570.919913075,4797570.919913075,198189594.6917094,3670177.6794761,2459501.548
High income,2022-01-17,1241193758,2704531.4364085877,2825179.4957978837,2825179.4957978837,2746411.0651848004,2681744.529936806,2594567.2156094797,2594567.2156094797,182234269.56621817,2366678.825535301,2068393.082
Low income,2022-01-17,704080579,1049383.9046348142,1253847.3208537416,1253847.3208537416,1049383.9046348142,642692.9284460894,319291.56687559414,319291.56687559414,430077.48521413706,14830.258110832314,40454.694
Lower middle income,2022-01-17,2994738553,8122478.9868191425,12098523.145302448,12098523.145302448,8841100.173760308,5789740.932865027,4276007.3025939595,4276007.3025939595,37155491.14697311,743109.8229394623,936319.566
Unknown income group,2022-01-17,258910,-91.2552277146742,413.27199665655417,413.27199665655417,123.93995291302285,-91.2552277146742,-133.49225732594445,-133.49225732594445,0,0,41.026999999999994
Upper middle income,2022-01-17,2928412447,6058317.5390566755,7727855.477669997,7727855.477669997,6316238.590454143,5430611.2786054155,4835533.638477625,4835533.638477625,198189594.6917094,3670177.6794761,2473979.536
High income,2022-01-24,1241193758,2758613.9875610177,2903841.1251445203,2903841.1251445203,2810179.851089476,2738547.185747277,2638380.4219876775,2638380.4219876775,182234269.56621817,2366678.825535301,2099163.101
Low income,2022-01-24,704080579,1059255.633559203,1268171.8020244974,1268171.8020244974,1059255.633559203,654781.178592089,335780.67728559533,335780.67728559533,430077.48521413706,14830.258110832314,40839.701
Lower middle income,2022-01-24,2994738553,8288444.806703445,12358637.707760578,12358637.707760578,8970542.844977276,5957966.966735574,4354766.582111618,4354766.582111618,37155491.14697311,743109.8229394623,944840.5819999999
Unknown income group,2022-01-24,258910,-86.07861388421915,416.66741588677576,416.66741588677576,129.79875552943534,-86.07861388421915,-133.8783913583266,-133.8783913583266,0,0,42.02799999999999
Upper middle income,2022-01-24,2928412447,6114734.379788158,7814467.247786401,7814467.247786401,6448641.473581462,5503433.3926765295,4878769.893962298,4878769.893962298,198189594.6917094,3670177.6794761,2491625.542
High income,2022-01-25,1241193758,2766771.483286368,2915413.8227676996,2915413.8227676996,2821268.858298358,2746658.8166593066,2644906.628106219,2644906.628106219,182234269.56621817,2366678.825535301,2103519.53
Low income,2022-01-25,704080579,1060279.869430181,1270223.9024930994,1270223.9024930994,1060279.869430181,656025.8642398206,337744.9441494547,337744.9441494547,430077.48521413706,14830.258110832314,40891.986
Lower middle income,2022-01-25,2994738553,8315954.904509631,12395118.927332507,12395118.927332507,8988130.450848054,5981144.580116603,4368919.655928187,4368919.655928187,37155491.14697311,743109.8229394623,946076.297
Unknown income group,2022-01-25,258910,-85.66039162199802,416.8025350190431,416.8025350190431,130.36314710060452,-85.66039162199802,-134.27029567085734,-134.27029567085734,0,0,42.17099999999999
Upper middle income,2022-01-25,2928412447,6122028.608593933,7828400.154721933,7828400.154721933,6468743.689950408,5513459.408692535,4886136.957228932,4886136.957228932,198189594.6917094,3670177.6794761,2494127.4
