World_Bank_income_group,date,population,estimated_daily_excess_deaths,estimated_daily_excess_deaths_ci_95_top,estimated_daily_excess_deaths_ci_90_top,estimated_daily_excess_deaths_ci_50_top,estimated_daily_excess_deaths_ci_50_bot,estimated_daily_excess_deaths_ci_90_bot,estimated_daily_excess_deaths_ci_95_bot,estimated_daily_excess_deaths_raw_estimate,daily_excess_deaths,daily_covid_deaths
Lower middle income,2021-08-30,2994738553,15879.653797703113,28371.308020322016,27804.749238740696,20355.73204462561,14264.195051693707,9193.625614823104,8788.25799195491,13972.64817659446,279.4529635318892,2095.143
Unknown income group,2021-08-30,253139,2.688074365668289,4.877405226635625,4.194011806434246,2.688074365668289,0.602053056513669,-0.29188593985802974,-0.33402673816152934,0,0,0
Upper middle income,2021-08-30,2928412447,17241.523280504705,23472.96759095363,22199.817167193014,18357.211387602274,14499.944819890423,13184.143443418836,12890.038009379314,441907.2893142164,8183.468320633637,5595
High income,2021-09-06,1241318333,5443.165387014579,5941.585763804713,5912.997016816416,5596.213672233703,5315.71953538073,5250.745530294436,5244.629681190135,391829.483578413,5088.694591927442,2167.717
Low income,2021-09-06,704080579,3795.0213972668134,4250.375395579395,4059.455163778266,3795.0213972668134,1914.9503024044143,1395.3582629272605,1257.9168387192385,0,0,74.714
Lower middle income,2021-09-06,2994738553,15653.927207417053,24761.796017164554,23973.136438829428,18741.80166848262,13430.463244625329,8881.034411097298,8286.828619441481,26469.433122831033,529.3886624566206,1714.143
Unknown income group,2021-09-06,253139,2.6489357421820054,4.082695860501105,3.9036466449317415,2.6489357421820054,0.5342457231660996,-0.17033319818759984,-0.20410825226071988,0,0,0
Upper middle income,2021-09-06,2928412447,16588.50216766742,24594.69214824768,23660.808514932043,18241.63682198102,14064.987981404554,12203.390657452806,11676.66510464221,376248.18950755714,6967.559064954762,5412.289
High income,2021-09-13,1241318333,5005.423518433474,5428.3655294949685,5393.0048882416095,5135.95193300945,4878.755200934912,4807.528635757866,4796.371035382958,358831.6102450763,4660.150782403588,2684.576
Low income,2021-09-13,704080579,3743.0530620446484,3918.467621551856,3758.1892942965433,3743.0530620446484,1763.9874235957882,1237.6770138304266,1163.211480382266,0,0,73.856
Lower middle income,2021-09-13,2994738553,14409.818633241473,23256.635108802526,21665.844211810065,16273.014422882727,11786.592726813404,8065.322344519643,7609.603555422582,26469.433122831033,529.3886624566206,1578.001
Unknown income group,2021-09-13,253139,2.558976415838635,4.140971227348305,3.8925853657327236,2.558976415838635,0.7275336005419913,-0.15383527240243008,-0.19239518403406983,0,0,0
Upper middle income,2021-09-13,2928412447,16136.688872128316,23149.305351617775,21850.00397463261,16491.951252412546,12821.801374879333,11128.151529543351,10762.290035316626,341006.8637932714,6314.941922097619,4714.284
High income,2021-09-20,1241318333,4420.368150783288,4981.711878608547,4933.649801248471,4679.375613368355,4420.368150783288,4367.867038483934,4349.165934961133,325011.96629059647,4220.934627150604,2833.144
Low income,2021-09-20,704080579,3754.489168728369,3973.3821547107927,3754.489168728369,3754.489168728369,1796.9673335254024,1350.2664504770314,1243.150655452804,0,0,84.858
Lower middle income,2021-09-20,2994738553,13625.047332781349,23471.5320806541,21309.635962262088,15512.11598257988,11069.982961397762,7310.036186499893,6586.603810585838,26469.433122831033,529.3886624566206,1452.715
Unknown income group,2021-09-20,253139,2.2840502760809165,3.9517683188570554,3.785521501342302,2.3955031609960105,0.6298856168857012,-0.14541514605733005,-0.16497909668911986,0,0,0
Upper middle income,2021-09-20,2928412447,14443.08255529161,20636.120074605744,18398.621046868695,14443.08255529161,11345.418406034876,9837.39076623712,9581.199977251626,314175.24093612866,5818.060017335716,4273.571
High income,2021-09-27,1241318333,4300.998463213441,4836.44190907784,4721.956855566578,4527.417045824019,4295.414078938781,4242.519602670332,4221.583817301898,314505.8296239305,4084.4912938172793,2913.431
Low income,2021-09-27,704080579,3464.2897761344875,3995.3151763502183,3464.2897761344875,3464.2897761344875,1676.7965262893147,1159.7488535230343,1033.6334168721971,0,0,87.002
Lower middle income,2021-09-27,2994738553,12892.55326282905,22277.88862600564,19291.999210953778,14568.091778626134,10373.441107560186,6928.013100776665,6276.855796304928,26469.433122831033,529.3886624566206,1198.715
Unknown income group,2021-09-27,253139,2.3810084653561066,4.103730580304805,3.7474137381114354,2.5358814843298325,0.5067559873214498,-0.16359262483154924,-0.19329399455514845,0,0,0
Upper middle income,2021-09-27,2928412447,13598.0800765844,20693.623222280534,19888.716767555365,14109.673064424154,10492.660652860612,8984.263926199183,8932.386452863626,269983.9916263374,4999.703548635878,3848.57
High income,2021-10-04,1241318333,4140.033410611161,4712.819111522122,4566.754370124363,4304.262872816526,4088.3671816198344,4004.9946767059982,3971.3460328437836,277980.22769692173,3610.13282723275,2732.1440000000002
Low income,2021-10-04,704080579,3216.204643291465,3847.1577053944457,3365.4684726231894,3216.204643291465,1560.2144178925112,902.7444140081561,800.6358772140212,0,0,83.145
Lower middle income,2021-10-04,2994738553,12468.61705304239,20624.141514318613,17527.7114168226,13905.65711833487,10022.55513264576,6964.235017129402,6309.910248850993,1333.374970818071,26.66749941636142,1377.855
Unknown income group,2021-10-04,253139,2.348762184498307,4.112471580232975,3.9395420655226387,2.5827506746676914,0.6550033526767008,-0.10684654908336885,-0.14789096600755955,0,0,0
Upper middle income,2021-10-04,2928412447,13434.601578072636,19038.152530804255,17655.359425074235,13434.601578072636,10016.637623131079,8451.066984173958,8108.594116873301,257211.62421068954,4763.17822612388,3449.285
High income,2021-10-11,1241318333,4093.3523392349957,4629.022983184881,4596.44496666257,4349.484050537023,4093.3523392349957,4081.945330308184,4064.4854312889865,286262.9710302523,3717.7009224708086,2457.001
Low income,2021-10-11,704080579,3316.879768358371,3591.8356693658957,3521.993130978276,3316.879768358371,1592.3798376990312,1083.3242654471464,890.9925556129307,0,0,80.716
Lower middle income,2021-10-11,2994738553,12440.737786629725,18199.319459364047,17327.40957116561,13849.014170734628,9596.871459870372,6027.618550901294,5674.4363222539105,1333.374970818071,26.66749941636142,1144.858
Unknown income group,2021-10-11,253139,2.360235774199987,4.084624252549705,3.8681115144870977,2.518742467920661,0.6421544608535809,-0.1306363956774893,-0.22510565324510162,0,0,0
Upper middle income,2021-10-11,2928412447,13047.882873791325,19689.364036325114,17664.769102362363,13908.792980884724,9963.718763972112,8479.047641282581,8174.829684518029,264000.65849640395,4888.90108326674,3220.571
High income,2021-10-18,1241318333,4267.225371612006,4783.378571320886,4685.992461559492,4513.0400086517875,4267.225371612006,4263.208819802078,4236.295624063634,297851.7573598407,3868.204641036892,2776.003
Low income,2021-10-18,704080579,3170.0555871032,3648.296666848695,3472.386592553069,3170.0555871032,1502.023331617986,956.3996967098739,723.8862911346474,0,0,68.428
Lower middle income,2021-10-18,2994738553,12322.017504080568,17120.338818902135,16982.57329415759,13539.236740732093,9390.753513092299,5905.65692850429,5671.737965756893,1333.374970818071,26.66749941636142,1104.43
Unknown income group,2021-10-18,253139,2.203048675988496,3.993562432235513,3.5830978561623152,2.5006566515255404,0.553265921622821,-0.2285391060768399,-0.32380170097322014,0,0,0
Upper middle income,2021-10-18,2928412447,12668.654583324447,19555.01407731549,16274.731045551382,12668.654583324447,9356.111308869786,8024.149411165217,7458.268642993949,241708.7384964039,4476.087749933406,2929.716
High income,2021-10-25,1241318333,3774.8389528339085,4333.1966997302525,4320.37199847928,4043.1870755115533,3774.8389528339085,3765.309426633873,3730.3410750351613,255062.02309017882,3312.493806365959,2749.144
Low income,2021-10-25,704080579,2914.4778654095453,4176.082934386587,3792.259174950952,2914.4778654095453,1360.753224871595,899.4612061366568,633.0072836560505,0,0,60.858
Lower middle income,2021-10-25,2994738553,13063.700293991007,19958.405711330786,18798.426997446863,14963.97358554335,10027.434323911195,7061.661243719902,6052.5568610596465,1333.374970818071,26.66749941636142,1406
Unknown income group,2021-10-25,253139,2.2109865138569957,3.945966991798219,3.703149012830467,2.4876155145612757,0.5896955303510195,-0.20808984597142013,-0.28450367856068015,0,0,0
Upper middle income,2021-10-25,2928412447,12042.542281366312,26577.65220091411,23259.941686522547,14012.688941312863,10109.672067075177,8542.260490981354,8483.780133795875,241979.63878532196,4481.1044219504065,2898.287
High income,2021-11-01,1241318333,3805.551913972361,4553.321041237905,4494.640740314971,4196.960676503934,3805.551913972361,3685.7570187578663,3643.4402935006988,199368.52292990935,2589.2015964923294,2609.859
Low income,2021-11-01,704080579,2753.854522856643,4624.602026719851,4166.007834583914,2753.854522856643,1385.9023690462805,883.0864555361435,771.4630761940391,0,0,39.429
Lower middle income,2021-11-01,2994738553,12634.733433116859,23890.936234396013,19805.120256518185,14658.790979120919,10582.874212264463,7096.909233812648,6121.279470873267,0,0,1636.143
Unknown income group,2021-11-01,253139,2.9870335397563235,4.185883264948515,3.998287806060901,2.9870335397563235,0.6780186815946181,-0.2091398975305303,-0.2825778382086298,0,0,0
Upper middle income,2021-11-01,2928412447,14081.50091313978,36908.851597617744,26385.19369016443,17174.07430560595,12022.99718208669,10174.363777661669,9380.946015487581,270080.39251782966,5001.488750330179,2928.998
High income,2021-11-08,1241318333,4328.141160685051,5171.517548386141,5133.574188330329,4767.8607455855845,4328.141160685051,4150.585335338012,4125.316799242239,208178.10322953295,2703.6117302536745,2696.855
Low income,2021-11-08,704080579,2620.851064049493,5016.208520755743,4436.65130873679,2962.3553446373844,1344.9350702763015,706.875883983893,664.5009891478809,0,0,46.716
Lower middle income,2021-11-08,2994738553,11984.027319374078,23710.55421685709,18839.628998146865,13897.999867696064,10008.494889028956,6520.489963478201,5791.539009115827,0,0,1540.576
Unknown income group,2021-11-08,253139,3.0937223703791217,4.5172624803559005,4.1867007708275255,3.0937223703791217,0.740871926737239,-0.13139530665983964,-0.1679124854642403,0,0,0
Upper middle income,2021-11-08,2928412447,14096.163131136447,36621.593183037934,27781.70130922714,17073.319593216198,12380.402996293971,10541.005479324625,9444.782849415187,265254.1810892583,4912.114464615894,2807.717
High income,2021-11-15,1241318333,5124.7009354639695,6115.982573285483,6016.320126957928,5469.63029087725,5007.67392602591,4406.953759876491,4363.658516520389,112094.79874922562,1455.7766071328003,2833
Low income,2021-11-15,704080579,2315.4018870588366,4922.511701507084,4466.601783069102,2630.7569673705107,1095.0229812377183,620.6274582313217,509.72238188109907,0,0,33.999
Lower middle income,2021-11-15,2994738553,11487.872181326678,20151.810604993185,18159.32812138568,13209.759875881608,9808.088316460124,6462.833761920705,5759.630149445579,0,0,1551.569
Unknown income group,2021-11-15,253139,3.0282508902211718,4.2605692836189535,4.192417311026176,3.0282508902211718,0.7809702475451301,-0.13142417462264983,-0.17462678527990919,0,0,0
Upper middle income,2021-11-15,2928412447,13306.964080390992,36082.6184597746,25034.740009425535,16662.92945775272,11740.233638988053,9641.249669929928,9328.577818239786,256414.3296606868,4748.413512234941,2847.857
High income,2021-11-22,1241318333,5112.8797889132165,6490.542942145564,6357.482234923029,5769.004703909039,5112.8797889132165,4680.8238469005955,4402.638789559707,106236.39650203376,1379.6934610653736,2951.431
Low income,2021-11-22,704080579,2393.8601235875662,4978.844310587711,4517.270707383042,2587.046819991024,1095.6528016015168,564.4274224185746,350.96566208774885,0,0,33.572
Lower middle income,2021-11-22,2994738553,11938.964121492725,21066.683521167764,18050.032814334903,13891.300408236955,9667.358059153074,6319.816632927056,4892.067172805255,0,0,1562.999
Unknown income group,2021-11-22,253139,3.0693110901798337,4.3279331532291545,4.091630904780466,3.0693110901798337,0.6965859280702084,-0.16384396325691925,-0.1850125980823691,0,0,0
Upper middle income,2021-11-22,2928412447,12603.51280322759,35432.84941869317,24451.84197265709,16377.230646344586,11270.420453760178,9313.673419477005,8364.957992945932,254842.46680354397,4719.30494080637,2701.141
High income,2021-11-29,1241318333,5363.650470635948,6906.503870515311,6805.426648036482,5854.972299863744,5208.77121411715,4662.426418440303,4461.080256704047,23441.856052587274,304.43968899463994,2810.718
Low income,2021-11-29,704080579,2935.279235559806,5589.160226646697,4812.340182360896,3080.9995171397536,1461.5787614255157,902.1965060060361,807.2507023733876,0,0,31.574
Lower middle income,2021-11-29,2994738553,12129.465599204772,23980.254537397446,23492.808311129393,15756.299659219003,10229.18549683344,7494.546267402947,5890.376355378326,0,0,1516.573
Unknown income group,2021-11-29,253139,3.050728462554613,4.331409995282154,4.016728358139647,3.050728462554613,0.7181308964908081,-0.1157602262275601,-0.16986566689231,0,0,0
Upper middle income,2021-11-29,2928412447,12198.987162535681,37319.11366216716,29531.170162884206,19101.99301713855,12198.987162535681,9948.65623387451,9305.098012893139,246785.22243757304,4570.096711806908,2680.571
High income,2021-12-06,1241318333,6015.281725361074,9964.178381572834,9477.254654506281,6799.610240534179,5120.871754664187,4186.470206972953,3749.233428519748,0,0,3595.427
Low income,2021-12-06,704080579,3729.7398133601146,7101.718373105831,5380.524161857723,3729.7398133601146,1468.8060951404118,681.9057956502212,654.8574508595613,0,0,32.856
Lower middle income,2021-12-06,2994738553,16319.117560200866,28818.7429760999,27889.88512478735,18831.234065723354,9752.67778583874,6174.042039193745,5675.135408077435,0,0,1681.286
Unknown income group,2021-12-06,253139,3.4021145334517753,5.227988961989477,4.591043226020273,3.486308855142453,0.720717542254298,-0.2727943492113606,-0.37196815179722864,0,0,0
Upper middle income,2021-12-06,2928412447,14368.767625023112,33780.33691972787,31405.37313319394,20771.97325484014,9938.853261525403,6317.313587316423,5749.538500406912,0,0,2535.003
High income,2021-12-13,1241318333,5932.163200273947,9763.895318974483,9317.323119340985,6891.864664790327,5195.926525209812,4222.158235219044,3745.443036220504,0,0,3524.433
Low income,2021-12-13,704080579,4365.420004157078,7010.310851575588,5611.794523162642,4365.420004157078,1565.8203761638736,770.1718741516105,686.1220787021347,0,0,28.999
Lower middle income,2021-12-13,2994738553,17721.11318881019,28182.929804885258,28053.35549921161,18730.496586278703,10066.718886435876,6186.321411233396,5680.850412171921,0,0,1238.287
Unknown income group,2021-12-13,253139,3.4009381007380854,5.2885902566804885,4.590814169834693,3.479695117895562,0.7208300407305679,-0.26869575665211054,-0.3865427088077386,0,0,0
Upper middle income,2021-12-13,2928412447,13175.929991011739,32917.56614924691,31290.71089079814,20251.927816517644,9951.230175958997,6283.804221005985,5756.146625875706,0,0,2281.284
High income,2021-12-14,1241318333,6446.078063912923,10044.591377995748,9889.917915174663,7491.506346872218,5392.948862551036,4332.146185759608,4098.8144085190115,0,0,3480.004
Low income,2021-12-14,704080579,4764.042665282974,7405.911553863667,6212.426581611223,4764.042665282974,1449.8386990868055,769.5549167575423,333.5254866777528,0,0,31.714
Lower middle income,2021-12-14,2994738553,16869.13317423515,27266.834907196502,25368.26955411384,16869.13317423515,8755.81883882459,5835.536940162805,4457.178261784753,0,0,1242.428
Unknown income group,2021-12-14,253139,3.0964212492561773,5.236224612105416,4.439909215326044,3.1898228107963083,0.6512598282457578,-0.24500991809701955,-0.3123315090088187,0,0,0
Upper middle income,2021-12-14,2928412447,14651.164863234719,33388.081789097145,30970.21312303451,17998.385164447074,8600.802484692398,5623.343694596045,4341.144506302564,0,0,2330.286
