World_Bank_income_group,date,population,estimated_daily_excess_deaths_per_100k,estimated_daily_excess_deaths_ci_95_top_per_100k,estimated_daily_excess_deaths_ci_90_top_per_100k,estimated_daily_excess_deaths_ci_50_top_per_100k,estimated_daily_excess_deaths_ci_50_bot_per_100k,estimated_daily_excess_deaths_ci_90_bot_per_100k,estimated_daily_excess_deaths_ci_95_bot_per_100k,estimated_daily_excess_deaths_raw_estimate_per_100k,daily_excess_deaths_per_100k,daily_covid_deaths_per_100k
Lower middle income,2021-06-28,2994738553,0.5643856076433812,0.9062824130055349,0.601548863828397,0.601548863828397,0.5643856076433812,0.5643856076433812,0.40462910275369285,2.361747532814528,0.047234950656290554,0.06416025860004347
Unknown income group,2021-06-28,258910,-0.03399620898730997,0.04281385017053014,0.04281385017053014,0.04281385017053014,-0.03399620898730997,-0.03399620898730997,-0.03399620898730997,0,0,0
Upper middle income,2021-06-28,2928412447,0.37806126577269744,0.38321938647209147,0.38321938647209147,0.38321938647209147,0.37806126577269744,0.3513403626127914,0.3201003178239465,10.767302732874148,0.19939449505322496,0.17207275584292037
High income,2021-07-05,1241193758,0.11115163231373985,0.13851551788138203,0.13851551788138203,0.13851551788138203,0.11115163231373985,0.10487899262046808,0.0959840091501863,6.284507087751724,0.08161697516560681,0.06368272438572802
Low income,2021-07-05,704080579,0.3067928173043538,0.3847186072583869,0.34253698244256386,0.34253698244256386,0.3067928173043538,0.27284033878856334,0.11149887656318672,0.04568870491221911,0.001575472583179969,0.03800317861061184
Lower middle income,2021-07-05,2994738553,0.515833313971306,0.8029123254994504,0.6449305645313216,0.5815683506557174,0.515833313971306,0.515833313971306,0.38565743207713427,1.7649518244062052,0.0352990364881241,0.05318384132078858
Unknown income group,2021-07-05,258910,-0.003869570712828642,0.11973353718255754,0.03564482242748434,0.03564482242748434,-0.003869570712828642,-0.003869570712828642,-0.003869570712828642,0,0,0
Upper middle income,2021-07-05,2928412447,0.44023046193255777,0.44023046193255777,0.44023046193255777,0.44023046193255777,0.4125798657100585,0.3933850081269116,0.3681027915602629,12.531210709044311,0.23205945757489463,0.1785219839970172
High income,2021-07-12,1241193758,0.14223270195015167,0.1681163218292021,0.1681163218292021,0.1681163218292021,0.14223270195015167,0.1380172290724393,0.1282189856471286,8.749301146118148,0.11362728761192399,0.05380803727825386
Low income,2021-07-12,704080579,0.29303937391681883,0.4066781703391706,0.35561057878363433,0.35561057878363433,0.29303937391681883,0.29303937391681883,0.1379329758253107,0.04568870491221911,0.001575472583179969,0.02059394965927614
Lower middle income,2021-07-12,2994738553,0.5053304525099125,0.7899384613901943,0.6255799718824899,0.6255799718824899,0.5053304525099125,0.5053304525099125,0.37945108978758196,1.7649518244062052,0.0352990364881241,0.06651184952371367
Unknown income group,2021-07-12,258910,-0.003010844916648303,0.12024238797410317,0.06000192598164215,0.06000192598164215,-0.003010844916648303,-0.003010844916648303,-0.003010844916648303,0,0,0
Upper middle income,2021-07-12,2928412447,0.47451066531564406,0.47451066531564406,0.47451066531564406,0.47451066531564406,0.4466306938250163,0.4239132186653846,0.4074427035565858,13.470233002248136,0.2494487593008914,0.18029755355701096
High income,2021-07-19,1241193758,0.17073057500510647,0.189023899475731,0.189023899475731,0.189023899475731,0.17073057500510647,0.1555967894459723,0.14576372142217114,10.173228706669224,0.13211985333336654,0.047972445572031314
Low income,2021-07-19,704080579,0.3017197680205434,0.4036228479605227,0.3655326589888496,0.3655326589888496,0.3017197680205434,0.2881616462688484,0.1297742542590567,0.04568870491221911,0.001575472583179969,0.023820426951444148
Lower middle income,2021-07-19,2994738553,0.4904456972425562,0.8459212905265285,0.8459212905265285,0.8459212905265285,0.4904456972425562,0.4904456972425562,0.37245218583129475,1.7649518244062052,0.0352990364881241,0.055192096763980854
Unknown income group,2021-07-19,258910,-0.032738225806814764,0.15844821980666293,0.03609743572294221,0.03609743572294221,-0.032738225806814764,-0.032738225806814764,-0.032738225806814764,0,0,0
Upper middle income,2021-07-19,2928412447,0.502308195912354,0.502308195912354,0.502308195912354,0.502308195912354,0.47219691062006025,0.4507795568591831,0.427536145838953,13.48371002655007,0.24969833382500126,0.18856148510285306
High income,2021-07-26,1241193758,0.1932643653803673,0.1951968978759882,0.1951968978759882,0.1951968978759882,0.1932643653803673,0.1818875801999768,0.17032519165220694,12.178088934140554,0.1581569991446825,0.05415318886900171
Low income,2021-07-26,704080579,0.31314327617313725,0.3990983470206535,0.36390895028915177,0.36390895028915177,0.31314327617313725,0.28706325417908035,0.09292628832148973,0.04568870491221911,0.001575472583179969,0.020127809831266486
Lower middle income,2021-07-26,2994738553,0.5388905888320992,0.7484487641594268,0.7127190677075937,0.7127190677075937,0.5388905888320992,0.5388905888320992,0.4026421271908692,1.7649518244062052,0.0352990364881241,0.07293745217965276
Unknown income group,2021-07-26,258910,-0.0241068145954866,0.1538999171809705,0.04352043412388079,0.04352043412388079,-0.0241068145954866,-0.0241068145954866,-0.044427369799316635,0,0,0
Upper middle income,2021-07-26,2928412447,0.5323190776776285,0.5323190776776285,0.5323190776776285,0.5323190776776285,0.4992460363826533,0.4903198587871465,0.44059480865367623,14.244101159098362,0.2637796510944141,0.19767901908525115
High income,2021-08-02,1241193758,0.23643219728888715,0.24543155163178906,0.24176014410236038,0.24176014410236038,0.23643219728888715,0.22778499082462364,0.2210129156572168,15.989655902262735,0.20765786886055498,0.06550145734780596
Low income,2021-08-02,704080579,0.20039105079178915,0.41518600630449476,0.3682668161433331,0.3682668161433331,0.20039105079178915,0.20039105079178915,0.1416083231572857,0.04568870491221911,0.001575472583179969,0.02085812396765456
Lower middle income,2021-08-02,2994738553,0.576185652738876,0.8297653520429789,0.7203667023901484,0.7203667023901484,0.576185652738876,0.576185652738876,0.5331256435334739,2.854690983004377,0.05709381966008754,0.07005135716767193
Unknown income group,2021-08-02,258910,0.010332601714623057,0.14745577168578317,0.02285667660679756,0.02285667660679756,0.010332601714623057,0.010332601714623057,-0.018011365531172836,0,0,0
Upper middle income,2021-08-02,2928412447,0.5821786859552495,0.5821786859552495,0.5821786859552495,0.5821786859552495,0.526681431892283,0.5243517492801988,0.4653324355381592,14.950631045133365,0.27686353787284007,0.21108457609284298
High income,2021-08-09,1241193758,0.3016311256569512,0.3065658635550937,0.3016311256569512,0.3016311256569512,0.299775651187055,0.2925747041562055,0.28508130323820535,21.118108215990933,0.27426114566221993,0.08089011030943326
Low income,2021-08-09,704080579,0.18021807266367781,0.3750136010259858,0.3750136010259858,0.3750136010259858,0.18021807266367781,0.17353866228670278,0.0969260166650636,0.04568870491221911,0.001575472583179969,0.018423175396235437
Lower middle income,2021-08-09,2994738553,0.5796741233037007,0.7740347102610047,0.7223854282968077,0.7223854282968077,0.5796741233037007,0.5796741233037007,0.41627177525512893,2.854690983004377,0.05709381966008754,0.074683380883433
Unknown income group,2021-08-09,258910,0.002100343736688503,0.11198742076515025,0.019655627206399746,0.019655627206399746,0.002100343736688503,0.002100343736688503,-0.05986163520046351,0,0,0
Upper middle income,2021-08-09,2928412447,0.5747209052848189,0.5747209052848189,0.5747209052848189,0.5747209052848189,0.4991746641842484,0.4991746641842484,0.47066799462082753,14.936114354635626,0.2765947102710301,0.212601780407608
High income,2021-08-16,1241193758,0.3483174549129409,0.354191577606758,0.354191577606758,0.354191577606758,0.3483174549129409,0.3355141502261216,0.3260462984447677,24.14352223841621,0.3135522368625482,0.09981189415552957
Low income,2021-08-16,704080579,0.1916061185429621,0.34012666787635354,0.34012666787635354,0.34012666787635354,0.1916061185429621,0.1740283499556688,0.091315438920682293,0.04568870491221911,0.001575472583179969,0.015156503841018458
Lower middle income,2021-08-16,2994738553,0.596497001476063,0.7400597496945691,0.7224908935389017,0.7224908935389017,0.596497001476063,0.596497001476063,0.3962391331910766,2.854690983004377,0.05709381966008754,0.07409191021958303
Unknown income group,2021-08-16,258910,-0.002266158564543468,0.09750903427843298,0.018011346030690052,0.018011346030690052,-0.002266158564543468,-0.002266158564543468,-0.0180419700967093,0,0,0
Upper middle income,2021-08-16,2928412447,0.575596342918791,0.575596342918791,0.575596342918791,0.575596342918791,0.508588568186671,0.508588568186671,0.487946272675008,15.92928709966713,0.2949867981419839,0.21422153175269576
High income,2021-08-23,1241193758,0.34513392447415764,0.3479358653637253,0.34513392447415764,0.34513392447415764,0.34439035488731434,0.3337275453029131,0.3296231362099473,24.51046253042509,0.3183176952003258,0.1398540710353782
Low income,2021-08-23,704080579,0.3877077816693578,0.4100100025072441,0.4100100025072441,0.4100100025072441,0.3877077816693578,0.2759476531028619,0.12945507785974184,0.04568870491221911,0.001575472583179969,0.01300618178249737
Lower middle income,2021-08-23,2994738553,0.6163292192000347,0.7357561763158248,0.7188490629294407,0.7188490629294407,0.6163292192000347,0.6163292192000347,0.386333448538913,2.854690983004377,0.05709381966008754,0.07084812121160147
Unknown income group,2021-08-23,258910,-0.001247032183573211,0.06317874323230491,0.028795927976315916,0.028795927976315916,-0.001247032183573211,-0.001247032183573211,-0.04497318008442704,0,0,0
Upper middle income,2021-08-23,2928412447,0.5629687665388169,0.5629687665388169,0.5629687665388169,0.5629687665388169,0.5334296944012349,0.5166978169982522,0.5062553761985401,16.688773792872773,0.309051366534681,0.20727476439386955
High income,2021-08-30,1241193758,0.34757557124733934,0.35685123275405395,0.35667679203575303,0.35667679203575303,0.34757557124733934,0.3458045470525998,0.33871584532346916,25.52967809757255,0.33155426100743574,0.16685525419795091
Low income,2021-08-30,704080579,0.31393664671374644,0.34803531810057436,0.34803531810057436,0.34803531810057436,0.31393664671374644,0.2743911624799323,0.10122139405812411,0.04568870491221911,0.001575472583179969,0.011484054866964312
Lower middle income,2021-08-30,2994738553,0.5989936158766119,0.7078943300214778,0.7078943300214778,0.7078943300214778,0.5989936158766119,0.5989936158766119,0.39294963199576155,2.854690983004377,0.05709381966008754,0.06996079834418854
Unknown income group,2021-08-30,258910,0.011237211635027868,0.0823154376900161,0.05085023897530786,0.05085023897530786,0.011237211635027868,0.011237211635027868,-0.020296932275775392,0,0,0
Upper middle income,2021-08-30,2928412447,0.5270464204656065,0.5270464204656065,0.5270464204656065,0.5270464204656065,0.4942132204175674,0.4762782368275948,0.4645995575893583,15.873083658341287,0.29394599367298674,0.1907371690665403
High income,2021-09-06,1241193758,0.4317917162281812,0.4440931331378827,0.4440931331378827,0.4440931331378827,0.4317917162281812,0.42714275777897315,0.4193891408566503,31.581873149322217,0.41015419674444437,0.17533813604628198
Low income,2021-09-06,704080579,0.32359160101737244,0.32359160101737244,0.32359160101737244,0.32359160101737244,0.24446755373676268,0.24446755373676268,0.09562221385961499,0.04568870491221911,0.001575472583179969,0.010611569503325272
Lower middle income,2021-09-06,2994738553,0.5679300747466601,0.6445778385938487,0.5892219366453935,0.5679300747466601,0.5647853977912134,0.5647853977912134,0.3770759842641227,4.067782320881001,0.08135564641762003,0.057238485753049975
Unknown income group,2021-09-06,258910,0.02030006422831491,0.08845675535341256,0.03891332413758051,0.03891332413758051,0.02030006422831491,0.02030006422831491,-0.03206023932198479,0,0,0
Upper middle income,2021-09-06,2928412447,0.5164813474008927,0.5164813474008927,0.5164813474008927,0.5164813474008927,0.48392749130671275,0.45370220742608947,0.431574932824697,13.287059073788908,0.2460566495146094,0.1847857533027348
High income,2021-09-13,1241193758,0.3953940301618089,0.40163673767119035,0.40125858686744337,0.40125858686744337,0.3953940301618089,0.39441956790802346,0.38703135581690334,29.26158110673197,0.3800205338536619,0.21577179088585138
Low income,2021-09-13,704080579,0.33158002401228004,0.33158002401228004,0.33158002401228004,0.33158002401228004,0.26548341323634245,0.26548341323634245,0.08513840289022954,0.04568870491221911,0.001575472583179969,0.010489708451395872
Lower middle income,2021-09-13,2994738553,0.5182108125104886,0.615220363659708,0.5377187635887727,0.5338233226304874,0.5182108125104886,0.5182108125104886,0.3590378585727061,4.067782320881001,0.08135564641762003,0.05269244617094292
Unknown income group,2021-09-13,258910,0.054641371076331394,0.09823596233397319,0.09823596233397319,0.09823596233397319,0.054641371076331394,0.0500158227809049,-0.060072413102058846,0,0,0
Upper middle income,2021-09-13,2928412447,0.46929123855973925,0.46929123855973925,0.46929123855973925,0.46929123855973925,0.4620800111306712,0.4124642159561578,0.390388477209785,12.094695417840892,0.22397584107112764,0.16114038187599605
High income,2021-09-20,1241193758,0.35487813369781546,0.3617110736032859,0.3617110736032859,0.3617110736032859,0.35487813369781546,0.35487813369781546,0.34737031624143927,26.137164813945635,0.3394436988824109,0.22827112864033594
Low income,2021-09-20,704080579,0.3277336506421342,0.3277336506421342,0.3277336506421342,0.3277336506421342,0.25783526508936594,0.24300153507312414,0.07728131104525027,0.04421576950067272,0.001524681706919749,0.012052313688374013
Lower middle income,2021-09-20,2994738553,0.5127914968635321,0.6066213024130637,0.515012086002234,0.515012086002234,0.5127914968635321,0.5127914968635321,0.3588944431673764,4.067782320881001,0.08135564641762003,0.04850890901794191
Unknown income group,2021-09-20,258910,0.155488395898196,0.17870841732550716,0.155488395898196,0.155488395898196,0.14441936147991938,0.14441936147991938,0.05485172660756991,0,0,0.05523154764203777
Upper middle income,2021-09-20,2928412447,0.41416979984550406,0.41416979984550406,0.41416979984550406,0.41416979984550406,0.4094651692371088,0.37407596482302685,0.354218816335713,11.168960480105975,0.20683260148344398,0.14588597328141326
High income,2021-09-27,1241193758,0.3544544687152988,0.36255698903909306,0.36255698903909306,0.36255698903909306,0.3544544687152988,0.35442472350612075,0.34707392210501997,25.773695560680896,0.3347233189698818,0.23476278229881334
Low income,2021-09-27,704080579,0.30377347188970294,0.30377347188970294,0.30377347188970294,0.30377347188970294,0.2396309151341053,0.23130756751973963,0.0788282569100477,0.04421576950067272,0.001524681706919749,0.012356824288999455
Lower middle income,2021-09-27,2994738553,0.49909695822528755,0.5791691689820359,0.5109607499731192,0.5109607499731192,0.49909695822528755,0.47942042180976396,0.3385206014495251,4.067782320881001,0.08135564641762003,0.04002736729051619
Unknown income group,2021-09-27,258910,0.15208090420390516,0.20164301198740128,0.15208090420390516,0.15208090420390516,0.0956361424189947,0.0956361424189947,0.04708697825656791,0,0,0.11046309528407554
Upper middle income,2021-09-27,2928412447,0.3576791834299245,0.3576791834299245,0.3576791834299245,0.3576791834299245,0.3460422462304017,0.3303435828335319,0.3006895472074877,9.721024583387772,0.18001897376644022,0.13117291602606004
High income,2021-10-04,1241193758,0.31421717635693486,0.31933295094526043,0.31581637113469707,0.31454806208262615,0.31421717635693486,0.31421717635693486,0.31305075850848835,23.005385546193153,0.29877124085965134,0.22045607161359895
Low income,2021-10-04,704080579,0.33061966124393005,0.33061966124393005,0.33061966124393005,0.33061966124393005,0.20520261457331562,0.20520261457331562,0.06806938228755627,0.04421576950067272,0.001524681706919749,0.011809017672109373
Lower middle income,2021-10-04,2994738553,0.46412863040191515,0.5194109449250081,0.469857304434436,0.469857304434436,0.46412863040191515,0.41904536211209764,0.30006743796569496,2.667201016388311,0.05334402032776623,0.04600919164111085
Unknown income group,2021-10-04,258910,0.11517467237475817,0.1924972059586771,0.13184241581244793,0.13184241581244793,0.11517467237475817,0.11517467237475817,0.031488120495747576,0,0,0
Upper middle income,2021-10-04,2928412447,0.3528720043442971,0.3528720043442971,0.3528720043442971,0.3528720043442971,0.32249252538385437,0.31562373725393966,0.2898600952731029,9.749120753517388,0.180539273213285,0.11769417943605674
High income,2021-10-11,1241193758,0.3307449154396209,0.33346991741759935,0.332137510457878,0.332137510457878,0.3307449154396209,0.3307449154396209,0.3297285255781485,24.389263759348005,0.3167436851863378,0.19813900804357737
Low income,2021-10-11,704080579,0.3252951613927246,0.3252951613927246,0.3252951613927246,0.3252951613927246,0.21113471574861659,0.21113471574861659,0.059875432518772365,0.04421576950067272,0.001524681706919749,0.01146402875003885
Lower middle income,2021-10-11,2994738553,0.45703102242863586,0.4983589706457638,0.45703102242863586,0.45703102242863586,0.40088472218645566,0.36568432273606993,0.2998607360670706,2.667201016388311,0.05334402032776623,0.03822897991723286
Unknown income group,2021-10-11,258910,0.05988673055005066,0.12328088657639744,0.05988673055005066,0.05988673055005066,0.04873633488645459,0.04873633488645459,-0.008885259263655224,0,0,0
Upper middle income,2021-10-11,2928412447,0.3540522630567513,0.3540522630567513,0.3540522630567513,0.3540522630567513,0.33814678057229525,0.3135195000372166,0.3051677249839298,10.056294697174653,0.18622767957730837,0.11009863051575808
High income,2021-10-18,1241193758,0.3579204022092161,0.35804498518297184,0.35804498518297184,0.35804498518297184,0.3579204022092161,0.3566879463560146,0.35541637527884046,26.406628883738207,0.3429432322563403,0.22387455480580978
Low income,2021-10-18,704080579,0.31737102351565394,0.31737102351565394,0.31737102351565394,0.31737102351565394,0.16600956501695682,0.16600956501695682,0.04709892829878847,0.04421576950067272,0.001524681706919749,0.009718773964364666
Lower middle income,2021-10-18,2994738553,0.4559549707626653,0.49062497765260155,0.4559549707626653,0.4559549707626653,0.389021096758593,0.37069064739094165,0.2701789306803686,2.667201016388311,0.05334402032776623,0.03687901232291646
Unknown income group,2021-10-18,258910,-0.0026706870607947765,0.11470748724961549,-0.0010202940318369844,-0.0012415441917694478,-0.0026706870607947765,-0.0026706870607947765,-0.05559671303427471,0,0,0
Upper middle income,2021-10-18,2928412447,0.3425523355901503,0.3425523355901503,0.3425523355901503,0.3425523355901503,0.31890658599208366,0.31044385590720247,0.2843602451956021,9.347488218629548,0.17310163367832498,0.10005916355811746
High income,2021-10-25,1241193758,0.36364427105802755,0.3650388092839976,0.3638166947070658,0.3638166947070658,0.36364427105802755,0.36364427105802755,0.36219768003707037,27.0485971460375,0.35128048241607146,0.22171058968538576
Low income,2021-10-25,704080579,0.2734638090404366,0.2734638090404366,0.2734638090404366,0.2734638090404366,0.15829760095005796,0.15829760095005796,0.03992242016782477,0.04421576950067272,0.001524681706919749,0.008643612935104123
Lower middle income,2021-10-25,2994738553,0.494381818794749,0.5396292453389524,0.494381818794749,0.494381818794749,0.4266865910642359,0.3804608640619393,0.28622797257456334,2.667201016388311,0.05334402032776623,0.046949006569923436
Unknown income group,2021-10-25,258910,8.639857209726135e-4,0.09023085816972731,0.013463850625885622,8.639857209726135e-4,-0.09930962660040182,-0.09930962660040182,-0.09930962660040182,0,0,0
Upper middle income,2021-10-25,2928412447,0.3365479860668146,0.3365479860668146,0.3365479860668146,0.3365479860668146,0.3088199408214014,0.2984882255757238,0.2743721964176189,8.930905213598068,0.1653871335851494,0.09910786313496366
High income,2021-11-01,1241193758,0.36723897227922564,0.37162774662089354,0.37162774662089354,0.37162774662089354,0.36723897227922564,0.36723897227922564,0.3636098683066469,26.634314384651415,0.34590018681365475,0.21071899396387392
Low income,2021-11-01,704080579,0.21247276485297795,0.21247276485297795,0.21247276485297795,0.21247276485297795,0.14999314058531865,0.14999314058531865,0.06720522889891235,0.04421576950067272,0.001524681706919749,0.00560006925002827
Lower middle income,2021-11-01,2994738553,0.47694648204709605,0.5291652765950949,0.47694648204709605,0.47694648204709605,0.45381040037270737,0.4028748677886577,0.28911839448329113,2.312627183930766,0.04625254367861533,0.05463391782100586
Unknown income group,2021-11-01,258910,0.043653284762497,0.10156947816628545,0.043653284762497,0.043653284762497,-0.05215546563639878,-0.05215546563639878,-0.05215546563639878,0,0,0
Upper middle income,2021-11-01,2928412447,0.38090413349387,0.38090413349387,0.38090413349387,0.38090413349387,0.35821729136074076,0.35249937252862623,0.34012107252328155,11.142684034356446,0.20634600063623046,0.09979072459529127
High income,2021-11-08,1241193758,0.40015704928279666,0.4028580304908731,0.40015704928279666,0.40015704928279666,0.40010781646387367,0.39908967629766795,0.3957123151129375,28.81209845952105,0.37418309687689677,0.2181310518643456
Low income,2021-11-08,704080579,0.23902721805154933,0.23902721805154933,0.23902721805154933,0.23902721805154933,0.15968625350685225,0.15968625350685225,0.06998380134449649,0.04421576950067272,0.001524681706919749,0.00663503601623984
Lower middle income,2021-11-08,2994738553,0.4590912146689845,0.4590912146689845,0.4590912146689845,0.4590912146689845,0.3911977811496893,0.3911977811496893,0.2363924402903159,2.312627183930766,0.04625254367861533,0.05144275444201022
Unknown income group,2021-11-08,258910,0.19735262822897587,0.25436602909063805,0.19735262822897587,0.19735262822897587,0.1255202257947748,0.1255202257947748,0.11284592736415312,0,0,0.05523154764203777
Upper middle income,2021-11-08,2928412447,0.37477333044605954,0.37477333044605954,0.37477333044605954,0.37477333044605954,0.35334959369382996,0.34510112721746533,0.3384119582761662,10.926825096641718,0.20234861290077252,0.09587846831058085
High income,2021-11-15,1241193758,0.4075573868773261,0.4129926194585215,0.4084432065984604,0.4084432065984604,0.4075573868773261,0.4075573868773261,0.4034968964132837,29.249388966094006,0.3798621943648572,0.22982471363669232
Low income,2021-11-15,704080579,0.2118437194089542,0.2118437194089542,0.2118437194089542,0.2118437194089542,0.1287839649344706,0.1287839649344706,0.06282351096748563,0.04421576950067272,0.001524681706919749,0.004828850704600958
Lower middle income,2021-11-15,2994738553,0.40072844436555005,0.43029978767142696,0.40072844436555005,0.40072844436555005,0.38346528016505127,0.34753175943291564,0.23428638011675482,2.312627183930766,0.04625254367861533,0.05180983156094562
Unknown income group,2021-11-15,258910,0.1282581937685843,0.14426950598787203,0.1282581937685843,0.1282581937685843,0.0029743145881890045,0.0029743145881890045,0.0029743145881890045,0,0,0.22092619056815108
Upper middle income,2021-11-15,2928412447,0.37041224422346336,0.37041224422346336,0.37041224422346336,0.37041224422346336,0.35252407689875853,0.33506033521062606,0.32881076123367664,10.511685682172681,0.19466084596616076,0.09728332506298762
High income,2021-11-22,1241193758,0.42768483944862995,0.4318410893863578,0.4302610244002981,0.4302610244002981,0.42768483944862995,0.42768483944862995,0.4258815255401457,30.73078942283077,0.3991011613354646,0.24245118706115826
Low income,2021-11-22,704080579,0.20491399044492406,0.20491399044492406,0.20491399044492406,0.20491399044492406,0.11541509881387702,0.11541509881387702,0.06287353418867246,0.04421576950067272,0.001524681706919749,0.004768204237032365
Lower middle income,2021-11-22,2994738553,0.4274332241387664,0.4323659419528393,0.4274332241387664,0.4274332241387664,0.4048863294642752,0.34597789193375506,0.23277033934865513,2.312627183930766,0.04625254367861533,0.052191500938679775
Unknown income group,2021-11-22,258910,0.08202460341859744,0.09362315465633217,0.08202460341859744,0.08202460341859744,-0.011714614752311973,-0.011714614752311973,-0.011714614752311973,0,0,-0.05523154764203777
Upper middle income,2021-11-22,2928412447,0.3577285726721845,0.3577285726721845,0.3577285726721845,0.3577285726721845,0.3408878232235711,0.3181843579786389,0.29663828073306614,10.33245917212461,0.19134183652082612,0.09235130122365579
High income,2021-11-29,1241193758,0.48388873181054537,0.49154442876317267,0.48542288715235343,0.48388873181054537,0.4790450080813181,0.4790450080813181,0.4790450080813181,31.311519946552192,0.40664311618898946,0.23301325690360103
Low income,2021-11-29,704080579,0.22385036400042913,0.22385036400042913,0.22385036400042913,0.22385036400042913,0.15228373436664253,0.15228373436664253,0.06609288174900631,0.04421576950067272,0.001524681706919749,0.004484429899322646
Lower middle income,2021-11-29,2994738553,0.41028560013080273,0.4526742670861143,0.4526742670861143,0.4526742670861143,0.41028560013080273,0.3562111438802978,0.24537580707532602,2.312627183930766,0.04625254367861533,0.050641248748768485
Unknown income group,2021-11-29,258910,0.06247259849038332,0.10538020765368264,0.08836514872832685,0.06247259849038332,-1.8899812194207927e-4,-1.8899812194207927e-4,-0.03245173017170439,0,0,0.05523154764203777
Upper middle income,2021-11-29,2928412447,0.33606964778117343,0.34297198732081063,0.34297198732081063,0.34297198732081063,0.33606964778117343,0.3222930758894714,0.2872423518710652,10.342502839310267,0.19152783035759757,0.09148789825506434
High income,2021-12-06,1241193758,0.4745727128139289,0.4827166403922834,0.4745727128139289,0.4745727128139289,0.45902240572311603,0.45902240572311603,0.45902240572311603,28.851569192323574,0.37469570379641004,0.29963089775706075
Low income,2021-12-06,704080579,0.2190100755918545,0.2190100755918545,0.2190100755918545,0.2190100755918545,0.1553064518540225,0.1553064518540225,0.06254980175171873,0.04421576950067272,0.001524681706919749,0.0046665113312264785
Lower middle income,2021-12-06,2994738553,0.42647091170302814,0.5132857177528676,0.5132857177528676,0.5132857177528676,0.42647091170302814,0.3327683421333881,0.24242024692934633,-0.15934107491119995,-0.0031868214982239992,0.05614132820762467
Unknown income group,2021-12-06,258910,0.09716042917833091,0.2370725580610022,0.10455379827748233,0.09716042917833091,0.049306238714966526,0.049306238714966526,0.019831789518249703,0,0,0.05523154764203777
Upper middle income,2021-12-06,2928412447,0.2611162759434769,0.29159547914838885,0.29159547914838885,0.29159547914838885,0.2611162759434769,0.23244869129708068,0.1346762248069308,6.28719330294455,0.11642950561008425,0.08643895099521137
High income,2021-12-13,1241193758,0.41964813951428404,0.4329162930010277,0.42212570197540994,0.41964813951428404,0.41024384206444503,0.41024384206444503,0.41024384206444503,23.951248522997172,0.31105517562333995,0.28895021239705587
Low income,2021-12-13,704080579,0.23586866123291292,0.23586866123291292,0.23586866123291292,0.23586866123291292,0.1982538852071722,0.18228428466529636,0.11124420032434615,0.04421576950067272,0.001524681706919749,0.004118704714336397
Lower middle income,2021-12-13,2994738553,0.38043163781283795,0.4015845075401316,0.38043163781283795,0.38043163781283795,0.3727085468509623,0.30881453427159833,0.19947221396311818,-0.15934107491119995,-0.0031868214982239992,0.041348751421373245
Unknown income group,2021-12-13,258910,0.009786635836090091,0.14142601218023262,0.01636306987830863,0.009786635836090091,-0.03178605714270608,-0.03178605714270608,-0.07153789016321098,0,0,0
Upper middle income,2021-12-13,2928412447,0.26990753885810215,0.289016645207732,0.289016645207732,0.289016645207732,0.26990753885810215,0.24412433511703965,0.21256918504586325,6.415720280210194,0.11880963481870732,0.08008721593854091
High income,2021-12-20,1241193758,0.3688460064800375,0.3826606276839896,0.3714892723893415,0.3688460064800375,0.363621834629805,0.363621834629805,0.363621834629805,19.6058583330996,0.2546215367935013,0.28647557861791956
Low income,2021-12-20,704080579,0.30745991143992096,0.3510986163368745,0.3510986163368745,0.3510986163368745,0.30745991143992096,0.26243063358595486,0.18883190858451582,0.04421576950067272,0.001524681706919749,0.004423215314961841
Lower middle income,2021-12-20,2994738553,0.38462346532454056,0.4291171411397834,0.3885900776017769,0.3885900776017769,0.38462346532454056,0.3210587487501934,0.2306477007221427,-0.15934107491119995,-0.0031868214982239992,0.03687417049791458
Unknown income group,2021-12-20,258910,0.12081148773321879,0.2627221256511917,0.12081148773321879,0.12081148773321879,0.0741362039128383,0.0741362039128383,0.030663231959731176,0,0,0.05523154764203777
Upper middle income,2021-12-20,2928412447,0.2694108831281794,0.29198161471759415,0.29198161471759415,0.29198161471759415,0.2694108831281794,0.2387040881218451,0.2086025300296135,6.637548517586407,0.12291756514048903,0.07656513693270749
High income,2021-12-27,1241193758,0.32605131238960616,0.3335366521637022,0.32784720029343384,0.3268357435363607,0.32605131238960616,0.32605131238960616,0.3214427992969782,16.236986087895144,0.2108699491934434,0.2777513968129382
Low income,2021-12-27,704080579,0.375535485580396,0.3925549638988407,0.3925549638988407,0.3925549638988407,0.375535485580396,0.2747202288949198,0.22954972107246951,0,0,0.006067061253226245
Lower middle income,2021-12-27,2994738553,0.3719653339629079,0.3887505372323805,0.3887505372323805,0.3887505372323805,0.3719653339629079,0.27939908378812667,0.21328627111979964,-0.15934107491119995,-0.0031868214982239992,0.035552752975160966
Unknown income group,2021-12-27,258910,0.042049064030153314,0.19180404884386093,0.042049064030153314,0.042049064030153314,0.03694493326125253,0.03694493326125253,-0.03126998319830434,0,0,0.05523154764203777
Upper middle income,2021-12-27,2928412447,0.2865133387804032,0.3186704112524734,0.3186704112524734,0.3186704112524734,0.2865133387804032,0.26205758168143817,0.23355748844722884,6.601755550125163,0.12225473240972524,0.06685745384007377
